vrad_min,vrad_max,vrad_step,n_samples,true_mean_mps,pred_mean_mps,bias_mps,std_mps,mae_mps,median_abs_err_mps,rmse_mps,min_residual_mps,max_residual_mps,pearson_r
-15.66999999999987,14.33000000000013,0.1,30,1.2505552149377764e-13,1.8947806286936005e-15,-1.2316074086508402e-13,6.600351969895865,5.010905832938679,3.592792766904722,6.489413783665256,-13.317723103685154,14.468822079295109,0.26747165511328375
-15.659999999999869,14.340000000000131,0.1,30,-1.5158245029548804e-14,-1.3263464400855204e-14,1.8947806286936005e-15,6.209720704484549,4.708575504339763,3.0633202797359047,6.105348217214746,-12.926833566545184,13.676069496237886,0.33485320313858913
-15.649999999999867,14.350000000000133,0.1,30,-2.3874235921539367e-13,7.579122514774402e-15,2.4632148173016805e-13,5.748957517386882,4.429270162789328,3.318899984873667,5.65232950078949,-11.767647079623544,12.495943868674885,0.3890219893547725
-15.639999999999866,14.360000000000134,0.1,30,1.3642420526593923e-13,-7.579122514774402e-15,-1.4400332778071363e-13,5.191924937198986,3.94892236154288,2.8504479324092244,5.104659479507431,-10.938341945258685,10.436849092638795,0.4826119530543884
-15.629999999999864,14.370000000000136,0.1,30,8.715990891990563e-14,9.473903143468002e-15,-7.768600577643762e-14,4.9484446069242685,3.821474386526633,3.1291153955930895,4.865271547084633,-9.905632982984258,8.62862544072945,0.5382150359641606
-15.619999999999862,14.380000000000138,0.1,30,6.821210263296962e-14,-1.3263464400855204e-14,-8.147556703382482e-14,4.879767735714056,3.879690191598388,3.67411687561588,4.797748991214389,-9.969772104909822,9.216156013926565,0.5952478746157777
-15.60999999999986,14.39000000000014,0.1,30,4.168517383125921e-14,-3.789561257387201e-15,-4.5474735088646414e-14,4.726565127219835,3.7259272709528544,3.4608039765800527,4.647121399869202,-8.93389721097293,9.79762409679796,0.6183596542593603
-15.59999999999986,14.40000000000014,0.1,30,-2.6526928801710407e-14,-3.789561257387201e-15,2.2737367544323207e-14,4.6021598914795,3.533527766581392,3.134608363571317,4.52480715734765,-8.26847581867736,9.917191797487874,0.6464851812341031
-15.589999999999858,14.410000000000142,0.1,30,-2.6526928801710407e-14,1.1368683772161604e-14,3.789561257387201e-14,4.496424831807674,3.3623454541190085,2.8625708439058712,4.42084928407353,-8.020294660200591,10.07798200375504,0.6841566127308759
-15.579999999999856,14.420000000000144,0.1,30,-1.1368683772161603e-13,-3.789561257387201e-15,1.0989727646422883e-13,4.309930211107624,3.263552928457174,3.213085456386068,4.237489249991981,-7.576154503350551,9.646817271755651,0.6960667168194422
-15.569999999999855,14.430000000000145,0.1,30,7.958078640513122e-14,-2.2737367544323207e-14,-1.0231815394945443e-13,4.439566812218861,3.30844886642797,3.248781717828024,4.364946929515101,-7.572016884589402,10.082606866890728,0.7092447696724822
-15.559999999999853,14.440000000000147,0.1,30,-1.2126596023639043e-13,3.789561257387201e-15,1.2505552149377764e-13,4.539250357848084,3.4416343963926805,3.5415514098945664,4.462955002109009,-7.107100176639108,9.938457386969446,0.7149919879085239
-15.549999999999851,14.450000000000149,0.1,30,5.3053857603420815e-14,1.5158245029548804e-14,-3.789561257387201e-14,4.654371348359757,3.6052073482490643,3.376043878888538,4.576141048250642,-7.3296512649995975,9.661976091216047,0.70443003023416
-15.53999999999985,14.46000000000015,0.1,30,-6.063298011819522e-14,-2.2737367544323207e-14,3.789561257387201e-14,4.299998388340738,3.357735614135413,3.1677506439853573,4.22772436050513,-6.6848347186941055,9.656792231317581,0.7257528487883602
-15.529999999999848,14.470000000000152,0.1,30,2.349527979580065e-13,3.789561257387201e-15,-2.3116323670061925e-13,4.163858124254536,3.262095995861125,3.4267125434478203,4.093872331052409,-6.913295143795551,9.812354449404381,0.717178188898251
-15.519999999999847,14.480000000000153,0.1,30,-3.789561257387201e-15,1.1368683772161604e-14,1.5158245029548804e-14,4.104239035921356,3.1338122894859186,2.7639784484073857,4.035255315571491,-6.762007495639125,10.11580518076454,0.6942086927878661
-15.509999999999845,14.490000000000155,0.1,30,2.6526928801710407e-14,-1.8947806286936004e-14,-4.5474735088646414e-14,4.038677745204546,3.127474663865803,2.8575159566611887,3.9707959737677436,-6.452962035328653,10.381691265650318,0.6687154262541931
-15.499999999999844,14.500000000000156,0.1,30,4.5474735088646414e-14,0.0,-4.5474735088646414e-14,4.193383148157952,3.3354502477553374,3.1512243730378486,4.122901100723444,-5.87365496766688,10.864747964594244,0.577034439810725
