wave_val,flux_val,flux_err
3800.004,0.5229699563520401,0.001
3800.01,0.5234158047414281,0.001
3800.016,0.5239677392400317,0.001
3800.022,0.5245766565078307,0.001
3800.028,0.5251675785956358,0.001
3800.034,0.5256394012304357,0.001
3800.04,0.525904673589886,0.001
3800.046,0.5258892076053795,0.001
3800.052,0.5255124482495508,0.001
3800.058,0.524682394698062,0.001
3800.064,0.5232958963038966,0.001
3800.07,0.5212506050673373,0.001
3800.076,0.518471983392404,0.001
3800.082,0.5149514600150352,0.001
3800.088,0.5107841449149991,0.001
3800.094,0.5061906584234617,0.001
3800.1,0.5015097794193542,0.001
3800.106,0.49715645971298333,0.001
3800.112,0.4935507913249137,0.001
3800.118,0.49103379379786,0.001
3800.124,0.48979144587171175,0.001
3800.13,0.4898069713256283,0.001
3800.136,0.4908535265138323,0.001
3800.142,0.4925282053129694,0.001
3800.148,0.494317890554828,0.001
3800.154,0.49568137098718357,0.001
3800.16,0.4961315001223085,0.001
3800.166,0.4953046837653567,0.001
3800.172,0.4930098560087443,0.001
3800.178,0.4892527913999644,0.001
3800.184,0.48423322906430805,0.001
3800.19,0.4783129830326591,0.001
3800.196,0.4719551764510873,0.001
3800.202,0.46563956865930406,0.001
3800.208,0.45976625781770114,0.001
3800.214,0.4545671754791054,0.001
3800.22,0.4500478832946419,0.001
3800.226,0.4459781500083486,0.001
3800.232,0.4419381972948797,0.001
3800.238,0.4374113585528356,0.001
3800.244,0.43189879917002505,0.001
3800.25,0.42502392459167715,0.001
3800.256,0.41659701127562215,0.001
3800.262,0.40662427239142096,0.001
3800.268,0.3952655287920596,0.001
3800.274,0.3827635248139338,0.001
3800.28,0.3693781815754031,0.001
3800.286,0.3553561071185242,0.001
3800.292,0.34094995966919966,0.001
3800.298,0.3264795345511224,0.001
3800.304,0.312405617904201,0.001
3800.31,0.2993772024015938,0.001
3800.316,0.2882172524018554,0.001
3800.322,0.27983091476762956,0.001
3800.328,0.2750467775881687,0.001
3800.334,0.2744273092325557,0.001
3800.34,0.2780998459221253,0.001
3800.346,0.28565859577989267,0.001
3800.352,0.29617085329911425,0.001
3800.358,0.3082926767065741,0.001
3800.364,0.3204701611338328,0.001
3800.37,0.33118152631362424,0.001
3800.376,0.33916810435783107,0.001
3800.382,0.34360908948013014,0.001
3800.388,0.3442112789298911,0.001
3800.394,0.34120489118354524,0.001
3800.4,0.33525465635837054,0.001
3800.406,0.3273087566898857,0.001
3800.412,0.3184160369873027,0.001
3800.418,0.30954454964521955,0.001
3800.424,0.30143239855612775,0.001
3800.43,0.29449514081422246,0.001
3800.436,0.28880292154498355,0.001
3800.442,0.2841262393899732,0.001
3800.448,0.2800345130154814,0.001
3800.454,0.27602039567013426,0.001
3800.46,0.2716187793209133,0.001
3800.466,0.2664942349756694,0.001
3800.472,0.2604825631726265,0.001
3800.478,0.2535866682812317,0.001
3800.484,0.2459388009736551,0.001
3800.49,0.23774666605173955,0.001
3800.496,0.22923944455931755,0.001
3800.502,0.22062380274656498,0.001
3800.508,0.2120530926558479,0.001
3800.514,0.2036082025144572,0.001
3800.52,0.19528716212971328,0.001
3800.526,0.18700213716309003,0.001
3800.532,0.1785852072024292,0.001
3800.538,0.1698063338478314,0.001
3800.544,0.16040657701063482,0.001
3800.55,0.15014627331272423,0.001
3800.556,0.13886231051701478,0.001
3800.562,0.12652294336418402,0.001
3800.568,0.11326556023424678,0.001
3800.574,0.09940455754425406,0.001
3800.58,0.08540333826425565,0.001
3800.586,0.07181454587442786,0.001
3800.592,0.05920251217723187,0.001
3800.598,0.04806782932427241,0.001
3800.604,0.038793479341100064,0.001
3800.61,0.03162487279271284,0.001
3800.616,0.026684759964956922,0.001
3800.622,0.024012319023366233,0.001
3800.628,0.023608060298344023,0.001
3800.634,0.025465336211340305,0.001
3800.64,0.029575482807864137,0.001
3800.646,0.03590457524244052,0.001
3800.652,0.044351379534922845,0.001
3800.658,0.05470407148375417,0.001
3800.664,0.06661480313746235,0.001
3800.67,0.07960578963846356,0.001
3800.676,0.0931103715914478,0.001
3800.682,0.10654125354978518,0.001
3800.688,0.11936976215165022,0.001
3800.694,0.13119712830008462,0.001
3800.7,0.14180193331597768,0.001
3800.706,0.1511552975223855,0.001
3800.712,0.15940415522743318,0.001
3800.718,0.16683003628846255,0.001
3800.724,0.17379430383242647,0.001
3800.73,0.18068067345799432,0.001
3800.736,0.18784338761944938,0.001
3800.742,0.1955663816290615,0.001
3800.748,0.20403626319777582,0.001
3800.754,0.2133300021609058,0.001
3800.76,0.22341632184478968,0.001
3800.766,0.23416750303769773,0.001
3800.772,0.24537602177643197,0.001
3800.778,0.25676925658548533,0.001
3800.784,0.26801670065050404,0.001
3800.79,0.27872831971698564,0.001
3800.796,0.28844917874719733,0.001
3800.802,0.29666195345705965,0.001
3800.808,0.3028122131392367,0.001
3800.814,0.30636853316608764,0.001
3800.82,0.30691967920780017,0.001
3800.826,0.3042964623385511,0.001
3800.832,0.2986913116643482,0.001
3800.838,0.2907400440879182,0.001
3800.844,0.28153214304505575,0.001
3800.85,0.27252910909303707,0.001
3800.856,0.2653922127831619,0.001
3800.862,0.26174531563790515,0.001
3800.868,0.26291809570981056,0.001
3800.874,0.26972362823663915,0.001
3800.88,0.2823183651107941,0.001
3800.886,0.3001730943283315,0.001
3800.892,0.322156002579771,0.001
3800.898,0.3467020486182115,0.001
3800.904,0.37202502533409615,0.001
3800.91,0.3963253843109593,0.001
3800.916,0.41795846439476836,0.001
3800.922,0.4355492290412531,0.001
3800.928,0.4480622279801913,0.001
3800.934,0.4548497635585975,0.001
3800.94,0.45570073008499934,0.001
3800.946,0.4508971686368946,0.001
3800.952,0.44126229303141246,0.001
3800.958,0.4281643473283094,0.001
3800.964,0.41343645695272613,0.001
3800.97,0.3991890613205242,0.001
3800.976,0.38752502964027474,0.001
3800.982,0.38020638378760413,0.001
3800.988,0.3783499596556601,0.001
3800.994,0.3822339837294502,0.001
3801.0,0.3912734086937995,0.001
3801.006,0.4041752567758009,0.001
3801.012,0.41923209124869604,0.001
3801.018,0.43467145803302604,0.001
3801.024,0.44896657056670036,0.001
3801.03,0.4610328824127545,0.001
3801.036,0.4702785545370054,0.001
3801.042,0.4765274599008833,0.001
3801.048,0.4798724853760333,0.001
3801.054,0.4805308916134485,0.001
3801.06,0.4787590557650035,0.001
3801.066,0.4748489219061569,0.001
3801.072,0.4691882982183629,0.001
3801.078,0.4623379895663846,0.001
3801.084,0.4550711466283082,0.001
3801.09,0.448335417047014,0.001
3801.096,0.44312917871918706,0.001
3801.102,0.44031721854516775,0.001
3801.108,0.4404366134201374,0.001
3801.114,0.44355209520328975,0.001
3801.12,0.4492095753013098,0.001
3801.126,0.45651050624542083,0.001
3801.132,0.46429658150389547,0.001
3801.138,0.47140393967050864,0.001
3801.144,0.47692723841099666,0.001
3801.15,0.48043143362891033,0.001
3801.156,0.48206245240479845,0.001
3801.162,0.48253240930661406,0.001
3801.168,0.4829835958353137,0.001
3801.174,0.48476140103434834,0.001
3801.18,0.4891446013161343,0.001
3801.186,0.4970892240668457,0.001
3801.192,0.5090384301589977,0.001
3801.198,0.5248362805855445,0.001
3801.204,0.5437604843866174,0.001
3801.21,0.5646628930146199,0.001
3801.216,0.5861825775994314,0.001
3801.222,0.6069807116963872,0.001
3801.228,0.6259433742251672,0.001
3801.234,0.6423088960214722,0.001
3801.24,0.6556978842705999,0.001
3801.246,0.6660506384659174,0.001
3801.252,0.6735007266165696,0.001
3801.258,0.6782283354075597,0.001
3801.264,0.6803392046690893,0.001
3801.27,0.6798051324140381,0.001
3801.276,0.6764838143803591,0.001
3801.282,0.6702138271435825,0.001
3801.288,0.6609592661817629,0.001
3801.294,0.6489619681042359,0.001
3801.3,0.6348515313208816,0.001
3801.306,0.6196683123342149,0.001
3801.312,0.6047738783092363,0.001
3801.318,0.5916543111999617,0.001
3801.324,0.5816562496464853,0.001
3801.33,0.5757220196132022,0.001
3801.336,0.5741977211793216,0.001
3801.342,0.5767714878450402,0.001
3801.348,0.5825620556883613,0.001
3801.354,0.5903324656602582,0.001
3801.36,0.5987663311194635,0.001
3801.366,0.6067281578952806,0.001
3801.372,0.6134399607625252,0.001
3801.378,0.6185388322614448,0.001
3801.384,0.6220212396930483,0.001
3801.39,0.6241143570366605,0.001
3801.396,0.6251311493642564,0.001
3801.402,0.6253605306634141,0.001
3801.408,0.6250214335640397,0.001
3801.414,0.6242804010063046,0.001
3801.42,0.6233076866397019,0.001
3801.426,0.6223348718259469,0.001
3801.432,0.6216800278711346,0.001
3801.438,0.6217213150002725,0.001
3801.444,0.6228201070143363,0.001
3801.45,0.625213303274277,0.001
3801.456,0.6289063488099345,0.001
3801.462,0.6336013666086248,0.001
3801.468,0.6386888906086756,0.001
3801.474,0.6433185684905229,0.001
3801.48,0.6465461275596152,0.001
3801.486,0.6475337250540389,0.001
3801.492,0.6457624254306966,0.001
3801.498,0.641203951855104,0.001
3801.504,0.6343991461037848,0.001
3801.51,0.6264058724489789,0.001
3801.516,0.6186083053777491,0.001
3801.522,0.6124162121533784,0.001
3801.528,0.608916434917819,0.001
3801.534,0.6085581620254875,0.001
3801.54,0.6109514890202136,0.001
3801.546,0.6148349872591793,0.001
3801.552,0.6182294932046125,0.001
3801.558,0.6187532541698232,0.001
3801.564,0.6140388280731865,0.001
3801.57,0.6021720009376486,0.001
3801.576,0.5820700606068986,0.001
3801.582,0.5537298999587195,0.001
3801.588,0.5183020415727063,0.001
3801.594,0.47797951084881163,0.001
3801.6,0.4357239792555575,0.001
3801.606,0.39487884413410207,0.001
3801.612,0.3587344383124651,0.001
3801.618,0.3301122993704284,0.001
3801.624,0.3110255748386779,0.001
3801.63,0.3024565843739379,0.001
3801.636,0.30427598604771955,0.001
3801.642,0.3153135940286663,0.001
3801.648,0.33357689436999693,0.001
3801.654,0.3565953599512429,0.001
3801.66,0.38184450882813686,0.001
3801.666,0.40717742458894324,0.001
3801.672,0.4311741194129295,0.001
3801.678,0.453323572859308,0.001
3801.684,0.47398650758161387,0.001
3801.69,0.49414382657137473,0.001
3801.696,0.5149984601726467,0.001
3801.702,0.53754347326936,0.001
3801.708,0.5622177229430451,0.001
3801.714,0.5887375027622477,0.001
3801.72,0.6161312066066362,0.001
3801.726,0.642938694567826,0.001
3801.732,0.6674928212669414,0.001
3801.738,0.6881918725754892,0.001
3801.744,0.7036968627908791,0.001
3801.75,0.713031798478647,0.001
3801.756,0.7156078122812757,0.001
3801.762,0.7112167980557573,0.001
3801.768,0.7000395616037851,0.001
3801.774,0.6826908520995537,0.001
3801.78,0.6602900698690132,0.001
3801.786,0.6345161286209043,0.001
3801.792,0.6075903848358571,0.001
3801.798,0.5821399464371043,0.001
3801.804,0.5609247790125504,0.001
3801.81,0.546457532455546,0.001
3801.816,0.5405900961782963,0.001
3801.822,0.5441684144095995,0.001
3801.828,0.5568538814224356,0.001
3801.834,0.5771726375136453,0.001
3801.84,0.6027931554400012,0.001
3801.846,0.6309676762343422,0.001
3801.852,0.6590269289732135,0.001
3801.858,0.6848062314790189,0.001
3801.864,0.7069076771743268,0.001
3801.87,0.7247569691939925,0.001
3801.876,0.7384746984134941,0.001
3801.882,0.7486295516149343,0.001
3801.888,0.7559611431422469,0.001
3801.894,0.7611505429617895,0.001
3801.9,0.7646857295611115,0.001
3801.906,0.7668315337852032,0.001
3801.912,0.7676826448869726,0.001
3801.918,0.7672615754166638,0.001
3801.924,0.765621743275803,0.001
3801.93,0.7629247030591833,0.001
3801.936,0.759474204228029,0.001
3801.942,0.7557035024354452,0.001
3801.948,0.7521236330371018,0.001
3801.954,0.7492481374742683,0.001
3801.96,0.7475135201105011,0.001
3801.966,0.7472141210094321,0.001
3801.972,0.7484652018891672,0.001
3801.978,0.7511999801931455,0.001
3801.984,0.7551973107649406,0.001
3801.99,0.7601292924452288,0.001
3801.996,0.7656142810040426,0.001
3802.002,0.7712614390700839,0.001
3802.008,0.7766975987524799,0.001
3802.014,0.7815744143276511,0.001
3802.02,0.7855615057871413,0.001
3802.026,0.7883373322759957,0.001
