wave_val,flux_val,flux_err
3800.004,0.5223707105372315,0.001
3800.01,0.5229179320042018,0.001
3800.016,0.5235939983687075,0.001
3800.022,0.5243326817982111,0.001
3800.028,0.5250430494287959,0.001
3800.034,0.5256133923717772,0.001
3800.04,0.5259586248214649,0.001
3800.046,0.526018357066581,0.001
3800.052,0.5257280838755541,0.001
3800.058,0.525004567413478,0.001
3800.064,0.5237368752198392,0.001
3800.07,0.5217940700257355,0.001
3800.076,0.5190565965448335,0.001
3800.082,0.5154678836822395,0.001
3800.088,0.5110909311035816,0.001
3800.094,0.5061476254640205,0.001
3800.1,0.5010199884616178,0.001
3800.106,0.49620295381529245,0.001
3800.112,0.49221446248401635,0.001
3800.118,0.4894846004898202,0.001
3800.124,0.48825455416295027,0.001
3800.13,0.4885142521084258,0.001
3800.136,0.489995328967893,0.001
3800.142,0.4922186615592241,0.001
3800.148,0.49458043892341624,0.001
3800.154,0.4964532817504679,0.001
3800.16,0.4972808385980184,0.001
3800.166,0.4966524392001307,0.001
3800.172,0.49435315830298887,0.001
3800.178,0.4903893003187218,0.001
3800.184,0.4849886681526117,0.001
3800.19,0.4785718202536551,0.001
3800.196,0.4716896453233238,0.001
3800.202,0.46492763255174946,0.001
3800.208,0.45878813874668384,0.001
3800.214,0.45357452864875386,0.001
3800.22,0.4493087222986859,0.001
3800.226,0.4457107805735316,0.001
3800.232,0.4422541234664731,0.001
3800.238,0.43828675192738825,0.001
3800.244,0.43318579384714667,0.001
3800.25,0.42649925805945765,0.001
3800.256,0.4180314819157319,0.001
3800.262,0.4078478177803465,0.001
3800.268,0.39620342417625615,0.001
3800.274,0.38342976776222715,0.001
3800.28,0.3698290366217939,0.001
3800.286,0.3556234901645111,0.001
3800.292,0.3409838412308696,0.001
3800.298,0.32612650409536426,0.001
3800.304,0.3114376263928349,0.001
3800.31,0.29756532429046123,0.001
3800.316,0.28542739538288053,0.001
3800.322,0.2761083483884194,0.001
3800.328,0.27065779731049716,0.001
3800.334,0.26983903331611375,0.001
3800.34,0.2738989651546138,0.001
3800.346,0.2824300316382634,0.001
3800.352,0.2943704137633989,0.001
3800.358,0.3081490985026229,0.001
3800.364,0.32194132381862156,0.001
3800.37,0.33397190146266903,0.001
3800.376,0.342796924818621,0.001
3800.382,0.3475075123663324,0.001
3800.388,0.34782447273568573,0.001
3800.394,0.3440797728029599,0.001
3800.4,0.33710167474344055,0.001
3800.406,0.3280326424069452,0.001
3800.412,0.31811424032556457,0.001
3800.418,0.3084744255891302,0.001
3800.424,0.2999515007366006,0.001
3800.43,0.2929844141672644,0.001
3800.436,0.2875885439050846,0.001
3800.442,0.2834187367554151,0.001
3800.448,0.27990042927919034,0.001
3800.454,0.276392132323069,0.001
3800.46,0.272335840409804,0.001
3800.466,0.26735952275844493,0.001
3800.472,0.26131480698386,0.001
3800.478,0.25425508149575304,0.001
3800.484,0.24637541159559453,0.001
