wave_val,flux_val,flux_err
3800.004,0.5224199352055435,0.001
3800.01,0.5230382926851903,0.001
3800.016,0.5237893014443858,0.001
3800.022,0.5245634788440775,0.001
3800.028,0.5252572761898581,0.001
3800.034,0.5257742767856817,0.001
3800.04,0.5260410093085737,0.001
3800.046,0.5260050441702935,0.001
3800.052,0.5256065141059681,0.001
3800.058,0.5247579723395781,0.001
3800.064,0.5233351784798913,0.001
3800.07,0.5211912901864199,0.001
3800.076,0.5181991441369115,0.001
3800.082,0.5143137581843763,0.001
3800.088,0.5096349963211131,0.001
3800.094,0.504444161367456,0.001
3800.1,0.49919223256767375,0.001
3800.106,0.4944318847502949,0.001
3800.112,0.49070574835069336,0.001
3800.118,0.4884212911992816,0.001
3800.124,0.4877498901699558,0.001
3800.13,0.4885802457234422,0.001
3800.136,0.4905373583923542,0.001
3800.142,0.49305653023301615,0.001
3800.148,0.4954869670306311,0.001
3800.154,0.4971970156792153,0.001
3800.16,0.4976614844575264,0.001
3800.166,0.4965240286893216,0.001
3800.172,0.4936364258425081,0.001
3800.178,0.4890775637545464,0.001
3800.184,0.4831497201886473,0.001
3800.19,0.4763440851846306,0.001
3800.196,0.4692677375003887,0.001
3800.202,0.462533233090731,0.001
3800.208,0.456627123383,0.001
3800.214,0.4517883442708924,0.001
3800.22,0.4479336048248565,0.001
3800.226,0.44465939231144186,0.001
3800.232,0.4413292161899707,0.001
3800.238,0.4372266316559343,0.001
3800.244,0.4317299841449157,0.001
3800.25,0.42445428585055334,0.001
3800.256,0.41531506794871687,0.001
3800.262,0.40449653374520855,0.001
3800.268,0.39234220411989207,0.001
3800.274,0.37921652051401367,0.001
3800.28,0.3653978142857013,0.001
3800.286,0.3510506388906127,0.001
3800.292,0.3362924450293643,0.001
3800.298,0.32132855379468195,0.001
3800.304,0.3065968697904541,0.001
3800.31,0.2928533090718756,0.001
3800.316,0.28114533227833477,0.001
3800.322,0.27265857479659245,0.001
3800.328,0.2684667501370846,0.001
3800.334,0.2692517206994751,0.001
3800.34,0.2750761122152172,0.001
3800.346,0.28527963893229585,0.001
3800.352,0.29853583001024897,0.001
3800.358,0.3130594216257872,0.001
3800.364,0.3269120267945286,0.001
3800.37,0.3383293776296661,0.001
3800.376,0.34599484589405843,0.001
3800.382,0.34920779587322903,0.001
3800.388,0.3479292661736819,0.001
3800.394,0.3427168562423792,0.001
3800.4,0.33457661583399195,0.001
3800.406,0.324763113585016,0.001
3800.412,0.3145575064223606,0.001
3800.418,0.30505446400870717,0.001
3800.424,0.2969923737596599,0.001
3800.43,0.29066060602765353,0.001
3800.436,0.2859053833677399,0.001
3800.442,0.2822313398233608,0.001
3800.448,0.2789676814157474,0.001
3800.454,0.2754489971003297,0.001
3800.46,0.2711605418856511,0.001
3800.466,0.26581595810765385,0.001
3800.472,0.2593624857669683,0.001
3800.478,0.251932084191131,0.001
3800.484,0.24376776274590262,0.001
3800.49,0.235151632745607,0.001
3800.496,0.2263500055770068,0.001
3800.502,0.2175786321118695,0.001
3800.508,0.20898319720996555,0.001
3800.514,0.20062797984573313,0.001
3800.52,0.1924878198025627,0.001
3800.526,0.18444290505995925,0.001
3800.532,0.17628044314594105,0.001
3800.538,0.16771040038238907,0.001
3800.544,0.1584025002717302,0.001
