species,wave,wave_vald,wave_l,wave_u,flux,flux_vald,flux_l,flux_u,depth,depth_vald,loggf,E_l,J_l,E_u,J_u,lande_l,lande_u,lande_m,damping_rad,damping_stark,damping_waals,vrad_info,crit_CaHK
Fe 1,3369.766164098666,3369.7627,3369.75,3369.82,0.42423802614212036,0.698,0.43276045,0.5177542,0.5757619738578796,0.302,-2.795,3.3965,3.0,7.0758,3.0,1.25,1.58,1.41,7.77,-4.27,-7.3,464871661.04899377,True
Sc 2,3369.9152517884845,3369.9038,3369.83,3370.08,0.14932692050933838,0.038000000000000034,0.52055776,0.7164013,0.8506730794906616,0.962,-0.39,0.0084,2.0,3.6876,1.0,1.16,1.48,1.0,8.17,-6.31,-7.86,13485931696.209784,True
Ti 2,3370.1775095927815,3370.1706,3370.09,3370.25,0.2895362377166748,0.09599999999999997,0.7208739,0.50271505,0.7104637622833252,0.904,-1.42,1.2313,1.5,4.9101,1.5,1.72,1.21,1.46,8.26,-6.41,-7.85,8082289923.952607,True
Ni 1,3370.5320496691565,3370.531,3370.26,3370.7,0.051382988691329956,0.013000000000000012,0.5014024,0.35062668,0.94861701130867,0.987,-1.261,0.0,4.0,3.6785,3.0,1.21,1.25,1.15,7.44,-6.19,-7.82,8804273800.644506,True
NH 1,3370.7229542367427,3370.7339,3370.71,3370.81,0.3451088070869446,0.827,0.34934476,0.5386858,0.6548911929130554,0.173,-1.472,0.4458,5.0,4.1241,5.0,99.0,99.0,99.0,0.0,0.0,0.0,1389551936.5863428,True
Fe 1,3370.864875362436,3370.8701,3370.82,3370.94,0.4453752040863037,0.18200000000000005,0.5367091,0.7057242,0.5546247959136963,0.818,-2.128,2.9904,4.0,6.6685,3.0,1.05,1.09,0.99,7.98,-4.76,-7.59,2496991965.795643,True
NH 1,3370.99142398132,3370.9969,3370.95,3371.07,0.6675238609313965,0.804,0.70942605,0.82137716,0.3324761390686035,0.196,-1.381,0.469,6.0,4.1469,6.0,99.0,99.0,99.0,0.0,0.0,0.0,606619809.4124278,True
NH 1,3371.2800351598516,3371.2744,3371.08,3371.33,0.3287949562072754,0.786,0.81912345,0.4806472,0.6712050437927246,0.214,-1.308,0.4959,7.0,4.1736,7.0,99.0,99.0,99.0,0.0,0.0,0.0,4695794892.468254,True
Ti 1,3371.399678224115,3371.4021,3371.34,3371.49,0.29339003562927246,0.05600000000000005,0.49302,0.8106204,0.7066099643707275,0.944,-0.4,0.0,2.0,3.6775,1.0,0.67,0.51,0.74,8.14,-5.99,370.26,9830317257.486622,True
NH 1,3371.603381510462,3371.5826,3371.5,3371.65,0.4186084270477295,0.775,0.81527776,0.49359235,0.5813915729522705,0.225,-1.182,0.5991,9.0,4.2764,9.0,99.0,99.0,99.0,0.0,0.0,0.0,3757662212.9667153,True
Co 1,3371.761943615615,3371.7661,3371.66,3371.86,0.1184544563293457,0.841,0.4999792,0.3636061,0.8815455436706543,0.159,-0.854,3.2314,1.5,6.9085,1.5,1.81,1.77,1.79,8.06,-4.46,-7.49,10692696278.466677,True
Co 2,3371.8993028039995,3371.8907,3371.87,3372.02,0.3520718216896057,0.45499999999999996,0.36576456,0.5254436,0.6479281783103943,0.545,-1.854,2.2737,1.0,5.9507,0.0,2.51,0.0,2.51,8.55,-6.56,-7.91,857626213.8738875,True
Co 1,3372.1071289146635,3372.1096,3372.03,3372.19,0.46848177909851074,0.7989999999999999,0.5238756,0.71962255,0.5315182209014893,0.201,-0.907,3.0535,4.5,6.7302,3.5,1.57,1.16,2.28,8.06,-4.45,-7.52,1917514435.1552932,True
NH 1,3372.279611301011,3372.2937,3372.2,3372.31,0.3750030994415283,0.762,0.71021944,0.40931636,0.6249969005584717,0.238,-1.153,0.5992,10.0,4.2757,10.0,99.0,99.0,99.0,0.0,0.0,0.0,3756746693.283535,True
Ti 1,3372.4081014553253,3372.4201,3372.32,3372.51,0.16269993782043457,0.03500000000000003,0.41351596,0.7260221,0.8373000621795654,0.965,0.23,0.048,4.0,3.7244,5.0,1.25,1.19,1.07,8.11,-5.97,235.257,14236615891.555191,True
NH 1,3372.685505205376,3372.6602,3372.52,3372.79,0.5078828930854797,0.74,0.730349,0.7680148,0.49211710691452026,0.26,-1.106,0.599,11.0,4.2752,11.0,99.0,99.0,99.0,0.0,0.0,0.0,2041958631.9591887,True
Ni 1,3372.975178849825,3372.9566,3372.8,3373.02,0.07355815172195435,0.017000000000000015,0.77181286,0.09167871,0.9264418482780457,0.983,-1.567,0.1652,3.0,3.841,4.0,1.05,1.08,1.13,6.48,-6.26,-7.82,12823836744.582478,True
NH 1,3373.129931975779,3373.1355,3373.03,3373.25,0.05446356534957886,0.784,0.09172257,0.44053918,0.9455364346504211,0.216,-1.072,0.7349,12.0,4.4106,12.0,99.0,99.0,99.0,0.0,0.0,0.0,9110143053.107212,True
Fe 1,3373.311636346319,3373.3115,3373.26,3373.38,0.3107641935348511,0.119,0.4406741,0.5007886,0.6892358064651489,0.881,-1.606,2.9904,4.0,6.6658,3.0,1.05,1.08,1.0,7.82,-4.82,-7.52,2774457089.84643,True
NH 1,3373.4432691940806,3373.4371,3373.39,3373.49,0.45282405614852905,0.752,0.50311875,0.48669294,0.547175943851471,0.248,-1.045,0.686,13.0,4.3613,13.0,99.0,99.0,99.0,0.0,0.0,0.0,183736219.503573,True
Ti 2,3373.763268773209,3373.7615,3373.5,3374.1,0.046010345220565796,0.01100000000000001,0.4886242,0.6639588,0.9539896547794342,0.989,0.28,0.0117,2.5,3.6866,3.5,1.03,0.99,0.93,8.23,-6.41,-7.86,10054046883.932575,True
Co 1,3374.212220529495,3374.1959,3374.11,3374.32,0.4060690402984619,0.19499999999999995,0.66695946,0.46931016,0.5939309597015381,0.805,-0.486,2.28,1.5,5.9545,0.5,1.3,1.7,1.2,8.37,-5.91,-7.74,1951331149.19469,True
NH 1,3374.3732783819755,3374.368,3374.33,3374.68,0.4402010440826416,0.873,0.4683278,0.927644,0.5597989559173584,0.127,-2.013,0.0405,4.0,3.7148,3.0,99.0,99.0,99.0,0.0,0.0,0.0,2051092211.040858,True
Fe 1,3374.845166212236,3374.8384,3374.69,3374.87,0.46687638759613037,0.16200000000000003,0.9271826,0.5032553,0.5331236124038696,0.838,-2.292,2.7275,4.0,6.4013,5.0,1.05,1.06,1.08,7.8,-6.09,-7.8,3703845276.2950325,True
Ni 2,3374.943513326391,3374.9384,3374.88,3375.03,0.33073925971984863,0.15900000000000003,0.51188487,0.6971504,0.6692607402801514,0.841,-2.006,2.8651,2.5,6.5387,2.5,1.43,1.37,1.4,8.56,-6.63,-7.93,5795133575.063025,True
Ni 1,3375.177825636079,3375.1862,3375.04,3375.25,0.0885009765625,0.020000000000000018,0.6963982,0.28621462,0.9114990234375,0.98,-1.987,0.0254,3.0,3.6988,3.0,1.3,1.33,1.32,7.68,-6.17,-7.83,14954721268.59889,True
Ti 2,3375.3066495743797,3375.3148,3375.26,3375.49,0.2220538854598999,0.07099999999999995,0.2934692,0.7873756,0.7779461145401001,0.929,-1.06,1.2369,1.5,4.9101,1.5,1.33,1.21,1.27,8.26,-6.5,-7.85,6439412381.075703,True
Fe 1,3375.39331970198,3375.4137,3375.39,3375.49,0.39311957359313965,0.16000000000000003,0.39680547,0.7873756,0.6068804264068604,0.84,-1.326,3.6025,3.0,7.2757,3.0,1.66,1.2,1.43,8.23,-4.38,-7.4,3976024371.7509212,True
Ni 1,3375.610550878718,3375.6049,3375.5,3375.82,0.20520341396331787,0.06799999999999995,0.789967,0.6902107,0.7947965860366821,0.932,0.62,3.3799,6.0,7.0529,7.0,1.32,1.26,1.08,8.27,-5.16,-7.53,13660496526.266993,True
Cr 2,3375.890388530074,3375.8928,3375.83,3375.97,0.5737524032592773,0.31899999999999995,0.6886293,0.773526,0.42624759674072266,0.681,-2.739,2.4827,3.5,6.1553,3.5,1.43,1.58,1.5,8.39,-6.47,188.211,1460973830.410296,True
NH 1,3376.033263388874,3376.0515,3375.98,3376.17,0.699513852596283,0.83,0.77025896,0.9752804,0.30048614740371704,0.17,-0.974,0.964,16.0,4.6365,16.0,99.0,99.0,99.0,0.0,0.0,0.0,1175603267.0505958,True
NH 1,3376.298180249264,3376.2979,3376.18,3376.38,0.7738484144210815,0.83,0.97544575,0.9308652,0.22615158557891846,0.17,-1.875,0.0404,5.0,3.7126,4.0,99.0,99.0,99.0,0.0,0.0,0.0,1042743848.9659529,True
Ni 1,3376.510210658929,3376.5237,3376.39,3376.82,0.2836418151855469,0.20999999999999996,0.92734057,0.98595107,0.7163581848144531,0.79,-0.655,3.5972,2.0,7.2691,3.0,0.36,1.06,1.76,8.06,-4.58,-7.18,14371838223.873035,True
NH 1,3376.986033714049,3376.9808,3376.83,3377.08,0.7678861618041992,0.844,0.9859605,0.95598483,0.23211383819580078,0.156,-0.956,1.0294,17.0,4.7008,17.0,99.0,99.0,99.0,0.0,0.0,0.0,1206079197.682518,True
Ni 1,3377.283397834674,3377.2933,3377.09,3377.38,0.27397656440734863,0.13,0.95841485,0.5676604,0.7260234355926514,0.87,-0.194,3.48,4.0,7.1511,5.0,1.17,1.08,0.88,8.09,-5.8,-7.54,8808789097.939182,True
Fe 1,3377.452321992464,3377.4587,3377.39,3377.64,0.4137265682220459,0.18700000000000006,0.57130724,0.96742725,0.5862734317779541,0.813,-1.448,3.6537,2.0,7.3246,1.0,1.84,1.87,1.82,8.17,-4.56,-7.5,5207697109.193853,True
Fe 1,3377.726766555372,3377.7332,3377.65,3377.85,0.8503349423408508,0.743,0.9641334,0.98696387,0.14966505765914917,0.257,-2.68,3.6025,3.0,7.2732,4.0,1.66,1.74,1.85,8.86,-5.75,-7.79,498322375.0750218,True
Co 1,3378.0274176476682,3378.0285,3377.86,3378.15,0.46623921394348145,0.15800000000000003,0.9871069,0.9364889,0.5337607860565186,0.842,-0.912,1.7104,2.5,5.3807,3.5,1.6,1.33,1.0,7.8,-6.11,-7.81,8408868139.513563,True
NH 1,3378.2382845604034,3378.2377,3378.16,3378.31,0.7736696004867554,0.827,0.9336785,0.9047051,0.22633039951324463,0.173,-1.848,0.0607,5.0,3.7308,4.0,99.0,99.0,99.0,0.0,0.0,0.0,851945005.0064561,True
Ti 1,3378.468290116921,3378.4554,3378.32,3378.49,0.2237197756767273,0.07499999999999996,0.907859,0.24164341,0.7762802243232727,0.925,-0.68,0.048,4.0,3.7178,3.0,1.25,1.49,0.89,8.18,-6.11,-7.71,9726592613.288246,True
Ti 1,3378.5332411603363,3378.5448,3378.5,3378.77,0.20056390762329102,0.049000000000000044,0.24132378,0.97784024,0.799436092376709,0.951,-0.21,0.0211,3.0,3.6908,2.0,1.08,1.16,1.01,8.15,-6.07,373.26,12044198071.073654,True
Fe 1,3378.9424380238165,3378.9425,3378.78,3379.04,0.5633723735809326,0.21199999999999997,0.9778691,0.9504295,0.4366276264190674,0.788,-1.865,3.3683,4.0,7.0376,5.0,1.36,1.38,1.44,7.64,-3.77,-7.33,5716426819.160955,True
NH 1,3379.1446560596364,3379.1425,3379.05,3379.19,0.812144935131073,0.876,0.9526566,0.8588317,0.187855064868927,0.124,-0.926,1.1693,19.0,4.8384,19.0,99.0,99.0,99.0,0.0,0.0,0.0,384888272.216027,True
Cr 2,3379.3020011772974,3379.3012,3379.2,3379.43,0.2994513511657715,0.11199999999999999,0.86016005,0.9393571,0.7005486488342285,0.888,-0.963,3.1038,3.5,6.7727,2.5,1.43,1.38,1.5,8.37,-6.56,240.261,16656221384.922482,True
Fe 1,3379.6636645729222,3379.6489,3379.44,3379.83,0.12040388584136963,0.04500000000000004,0.9395808,0.9218701,0.8795961141586304,0.955,-0.613,2.6924,5.0,6.361,4.0,1.2,1.12,1.35,7.68,-6.11,-7.8,24279438788.327225,True
Fe 1,3379.988907448672,3379.9881,3379.84,3380.07,0.24033570289611816,0.050000000000000044,0.9231244,0.71455145,0.7596642971038818,0.95,-1.406,2.1759,3.0,5.8441,2.0,1.67,1.22,2.12,8.16,-5.95,-7.75,18386889412.97666,True
Ti 1,3380.1654628237643,3380.1813,3380.08,3380.25,0.26534342765808105,0.09899999999999998,0.720258,0.7548053,0.734656572341919,0.901,-0.99,0.048,4.0,3.7159,4.0,1.25,1.05,1.15,8.1,-5.97,235.258,14702575809.443306,True
Sc 2,3380.3455258586314,3380.3483,3380.26,3380.47,0.28372693061828613,0.888,0.7565134,0.86011994,0.7162730693817139,0.112,-0.06,3.4915,3.0,7.1593,3.0,1.32,1.33,1.33,8.73,-5.58,-7.64,14114231199.153393,True
Cr 1,3380.529668864367,3380.5292,3380.48,3380.59,0.8197760581970215,0.6759999999999999,0.8601486,0.87807375,0.18022394180297852,0.324,-1.439,2.5443,3.0,6.2119,3.0,0.93,1.27,1.1,7.98,-4.38,-7.33,128222782.37698217,True
NH 1,3380.806008730274,3380.797,3380.6,3380.97,0.19468653202056885,0.889,0.88083464,0.6265614,0.8053134679794312,0.111,-0.905,1.2436,21.0,4.9109,21.0,99.0,99.0,99.0,0.0,0.0,0.0,14197743170.30991,True
Fe 1,3381.0885920445635,3381.0805,3380.98,3381.14,0.16676247119903564,0.051000000000000045,0.62245667,0.27020627,0.8332375288009644,0.949,-0.701,2.7586,3.0,6.4256,3.0,0.76,0.8,0.78,7.81,-5.88,276.26,8507965245.769183,True
Ti 2,3381.2482897872483,3381.2474,3381.15,3381.36,0.07235538959503174,0.015000000000000013,0.27498668,0.25453344,0.9276446104049683,0.985,-0.54,0.0488,4.5,3.7156,4.5,1.33,1.17,1.25,8.23,-6.41,-7.86,6336350445.429825,True
Ni 1,3381.5403054008584,3381.5408,3381.37,3381.76,0.050263941287994385,0.01200000000000001,0.2526777,0.2926355,0.9497360587120056,0.988,-0.347,0.4228,2.0,4.0893,1.0,1.0,1.01,1.0,8.26,-6.01,-7.75,4683823469.470016,True
Ni 1,3381.8484722171092,3381.8489,3381.77,3382.12,0.10437822341918945,0.027000000000000024,0.29072505,0.61935645,0.8956217765808105,0.973,-2.041,0.2748,2.0,3.941,3.0,0.76,0.67,0.58,6.7,-6.26,-7.82,9302108171.732916,True
Fe 1,3382.1717627125713,3382.179,3382.13,3382.23,0.5644491910934448,0.29200000000000004,0.61657125,0.68459713,0.4355508089065552,0.708,-1.812,3.6537,2.0,7.3195,2.0,1.84,2.3,2.07,8.84,-5.64,-7.79,655245609.814886,True
Ti 1,3382.315792294744,3382.3132,3382.24,3382.41,0.28293585777282715,0.79,0.6766658,0.7875801,0.7170641422271729,0.21,-0.488,2.2916,1.0,5.9572,1.0,1.65,0.02,0.83,8.63,-4.67,-7.59,13233105520.013216,True
Co 1,3382.4593556150717,3382.4622,3382.42,3382.61,0.7375695705413818,0.485,0.78755665,0.943571,0.26243042945861816,0.515,-1.328,2.0418,4.5,5.7073,4.5,1.11,1.13,1.12,7.14,-6.26,-7.82,728247033.0418329,True
Zr 2,3382.710475332655,3382.7121,3382.62,3382.8,0.9103414714336395,0.894,0.9435669,0.95012903,0.08965852856636047,0.106,-0.9,1.7728,1.5,5.438,2.5,0.81,99.0,99.0,0.0,0.0,0.0,42407676.47198115,True
Fe 1,3382.9632427574647,3382.9744,3382.81,3383.09,0.40013909339904785,0.29600000000000004,0.9506821,0.8120633,0.5998609066009521,0.704,-1.878,3.6025,3.0,7.2675,3.0,1.66,1.51,1.59,8.09,-4.14,-7.38,8444454233.336243,True
Ti 1,3383.27291325512,3383.2799,3383.1,3383.3,0.406391978263855,0.17100000000000004,0.817477,0.43378645,0.593608021736145,0.829,-0.45,1.0666,2.0,4.7312,3.0,1.49,1.35,1.21,8.49,-5.8,-7.63,2172085630.3650203,True
Fe 1,3383.393901697807,3383.392,3383.31,3383.53,0.15910887718200684,0.123,0.44116905,0.8210847,0.8408911228179932,0.877,-1.33,3.2671,5.0,6.9316,5.0,1.03,1.15,1.09,8.26,-5.98,-7.74,15207876752.14541,True
Cr 2,3383.6463424334233,3383.6463,3383.54,3383.77,0.23305821418762207,0.06399999999999995,0.8191606,0.8845949,0.7669417858123779,0.936,-0.978,2.4546,2.5,6.1188,2.5,1.37,1.63,1.5,0.0,0.0,188.219,19309227442.967163,True
Ag 1,3383.867839223161,3383.8604,3383.78,3384.03,0.6829729080200195,0.30300000000000005,0.88555676,0.9105788,0.31702709197998047,0.697,-0.377,0.0,0.5,3.664,0.5,99.0,99.0,99.0,0.0,0.0,0.0,1342144975.1812308,True
Co 1,3384.160121741702,3384.1501,3384.04,3384.21,0.8311549127101898,0.8280000000000001,0.909878,0.84766835,0.16884508728981018,0.172,-0.978,3.0665,2.5,6.7302,3.5,1.34,1.16,0.95,8.06,-4.45,-7.52,91376201.56660213,True
Fe 1,3384.341829231797,3384.3363,3384.22,3384.41,0.5534095764160156,0.30300000000000005,0.8483907,0.6733286,0.4465904235839844,0.697,-2.893,2.6085,2.0,6.272,3.0,0.66,1.02,1.37,7.78,-6.14,-7.8,2001287343.8656728,True
Ti 2,3384.715477264697,3384.727,3384.42,3384.86,0.043133318424224854,0.02100000000000002,0.67319363,0.21404433,0.9568666815757751,0.979,-1.135,0.0,1.5,3.663,2.5,0.4,0.58,0.71,8.22,-6.41,-7.86,9207187198.013033,True
Fe 1,3384.947079354173,3384.9503,3384.87,3385.16,0.11361122131347656,0.040000000000000036,0.21414496,0.78778136,0.8863887786865234,0.96,-1.106,2.1759,3.0,5.8388,3.0,1.67,1.16,1.41,7.62,-6.07,228.25,9380104644.1323,True
Cr 1,3385.216953975508,3385.228,3385.17,3385.51,0.7655407786369324,0.7110000000000001,0.787142,0.9318683,0.23445922136306763,0.289,-1.504,2.5438,2.0,6.2063,2.0,0.37,1.0,0.69,8.08,-4.9,-7.52,256163985.22821113,True
Cr 1,3385.6291153692537,3385.6269,3385.52,3385.67,0.7877728343009949,0.605,0.93207365,0.8233515,0.21222716569900513,0.395,-1.313,2.5443,3.0,6.2063,2.0,0.93,1.0,0.86,8.08,-4.9,-7.52,380113616.7412494,True
NH 1,3385.7532191656487,3385.7482,3385.68,3385.87,0.6325592994689941,0.77,0.82158697,0.9556254,0.36744070053100586,0.23,-1.64,0.1129,7.0,3.7748,6.0,99.0,99.0,99.0,0.0,0.0,0.0,2551054164.065176,True
Dy 2,3386.0013761359896,3385.9819,3385.88,3386.08,0.6545180082321167,0.31799999999999995,0.95635563,0.77016264,0.3454819917678833,0.682,0.11,0.1027,7.5,3.7644,6.5,1.2,1.19,1.23,0.0,0.0,0.0,1736237671.4235294,True
Co 1,3386.1882429607404,3386.1924,3386.09,3386.31,0.2617957592010498,0.04800000000000004,0.7700646,0.8194348,0.7382042407989502,0.952,-0.95,0.5136,3.5,4.1751,2.5,1.24,0.7,1.9,8.22,-6.09,300.272,15459633973.731525,True
Fe 1,3386.409664312504,3386.4075,3386.32,3386.55,0.4576263427734375,0.15300000000000002,0.81625015,0.7895493,0.5423736572265625,0.847,-1.97,2.9488,5.0,6.61,5.0,1.2,1.03,1.12,7.09,-5.47,-7.79,5155012548.381232,True
Fe 1,3386.646235904072,3386.6578,3386.56,3386.78,0.3786275386810303,0.887,0.78609717,0.9460114,0.6213724613189697,0.113,-3.154,3.5465,2.0,7.2075,2.0,1.03,1.25,1.14,7.87,-4.78,-7.43,10032711004.441717,True
Ti 1,3386.912861841605,3386.9129,3386.79,3387.28,0.2847883701324463,0.050000000000000044,0.9474052,0.9835055,0.7152116298675537,0.95,-0.18,0.048,4.0,3.7087,3.0,1.25,1.34,1.12,8.19,-6.11,357.253,19390908936.05048,True
Fe 2,3387.4517230636734,3387.4261,3387.29,3387.63,0.8319576978683472,0.763,0.9834865,0.96622926,0.16804230213165283,0.237,-3.311,3.9442,2.5,7.6043,1.5,0.86,1.74,0.2,8.49,-6.67,211.231,441597532.60224617,True
Fe 1,3387.7496111979995,3387.7532,3387.64,3387.91,0.5232748985290527,0.29400000000000004,0.963661,0.92372805,0.47672510147094727,0.706,-1.157,4.3125,5.0,7.9722,6.0,1.22,1.22,1.21,8.41,-4.39,-7.39,5552579875.340416,True
Cr 1,3387.9856799802706,3387.9579,3387.92,3388.12,0.9066587314009666,0.841,0.9249122,0.96565545,0.09334126859903336,0.159,0.08,4.5351,4.0,8.1946,4.0,1.07,1.06,1.06,8.53,-5.62,-7.54,50682034.181286484,True
Fe 1,3388.3027470137768,3388.2975,3388.13,3388.29,0.5597751140594482,0.719,0.96619976,0.56247497,0.44022488594055176,0.281,-3.204,3.0176,3.0,6.6768,4.0,0.76,1.19,1.82,7.87,-4.29,-7.54,2505408639.190668,True
Ni 1,3388.402374161637,3388.424,3388.13,3388.5,0.16605210304260254,0.607,0.96619976,0.671989,0.8339478969573975,0.393,-1.497,3.5972,2.0,7.2562,1.0,0.36,1.39,-0.15,8.2,-4.38,-7.49,18496223828.914364,True
Fe 1,3388.604924090577,3388.5901,3388.51,3388.64,0.2977454662322998,0.125,0.67953545,0.33596137,0.7022545337677002,0.875,-0.916,3.6537,2.0,7.3126,2.0,1.84,1.65,1.74,8.27,-4.41,-7.45,4749554471.587465,True
Ti 2,3388.8061934437487,3388.8062,3388.65,3389.01,0.0731816291809082,0.014000000000000012,0.33571357,0.7295134,0.9268183708190918,0.986,-0.41,0.028,3.5,3.6866,3.5,1.24,0.99,1.11,8.23,-6.41,-7.86,13730318292.384548,True
Co 1,3389.1431774070325,3389.1405,3389.02,3389.22,0.1287860870361328,0.04500000000000004,0.7308709,0.38877612,0.8712139129638672,0.955,-0.79,0.5815,2.5,4.2398,1.5,1.03,0.43,1.47,8.24,-6.1,308.27,16084239753.894423,True
Zr 2,3389.232241503373,3389.2598,3389.23,3389.22,0.3867703676223755,0.09699999999999998,0.3912549,0.38877612,0.6132296323776245,0.903,-0.588,0.0,1.5,3.6582,2.5,0.4,0.84,1.17,0.0,0.0,0.0,0.0,True
NH 1,3389.43290670657,3389.4365,3389.35,3389.51,0.5727143287658691,0.752,0.8613967,0.82889974,0.42728567123413086,0.248,-1.566,0.1449,8.0,3.8028,7.0,99.0,99.0,99.0,0.0,0.0,0.0,3477757575.843739,True
Fe 1,3389.597916625859,3389.5909,3389.52,3389.64,0.4621543884277344,0.15800000000000003,0.8208903,0.54736155,0.5378456115722656,0.842,-1.931,3.0173,2.0,6.675,3.0,1.48,1.28,1.07,7.85,-4.57,-7.48,3899267278.7815423,True
Ti 2,3389.723555810344,3389.7242,3389.65,3389.85,0.22675609588623047,0.06999999999999995,0.5400726,0.87794477,0.7732439041137695,0.93,-1.02,1.2369,1.5,4.8945,2.5,1.33,1.09,0.91,8.26,-6.49,-7.85,13972847585.41771,True
Fe 1,3389.938794568937,3389.9404,3389.86,3390.05,0.5667791366577148,0.251,0.87789685,0.9665568,0.43322086334228516,0.749,-2.296,3.0713,1.0,6.7288,1.0,1.47,2.46,1.97,8.37,-4.99,-7.5,5137272558.560373,True
NH 1,3390.20759740123,3390.2086,3390.06,3390.28,0.5214964151382446,0.721,0.9640727,0.6463042,0.47850358486175537,0.279,-1.509,0.1447,9.0,3.8018,8.0,99.0,99.0,99.0,0.0,0.0,0.0,3073006593.6603703,True
Ni 1,3390.3605270540684,3390.3671,3390.29,3390.47,0.49298667907714844,0.18700000000000006,0.64747185,0.9587789,0.5070133209228516,0.813,-0.518,3.606,4.0,7.263,4.0,1.29,1.11,1.2,8.22,-4.47,-7.52,4890423498.227912,True
Ti 1,3390.5605090023573,3390.5594,3390.48,3390.61,0.8565958142280579,0.614,0.95939934,0.9041236,0.14340418577194214,0.386,0.059,2.4953,3.0,6.1521,3.0,1.34,1.34,1.34,8.5,-5.0,-7.5,246459745.828941,True
Fe 1,3390.71562566082,3390.715,3390.62,3390.88,0.3612487316131592,0.08499999999999996,0.90156704,0.96432596,0.6387512683868408,0.915,-2.028,2.2227,1.0,5.8793,2.0,2.5,1.14,0.46,7.5,-6.14,-7.81,13445451810.376598,True
NH 1,3390.9800038293606,3390.9798,3390.89,3391.09,0.8403622508049011,0.896,0.9623022,0.97127354,0.15963774919509888,0.104,-1.129,1.0417,13.0,4.698,13.0,99.0,99.0,99.0,0.0,0.0,0.0,482539542.800588,True
Fe 1,3391.2227098014,3391.2226,3391.1,3391.3,0.611701250076294,0.22999999999999998,0.9718319,0.88814837,0.38829874992370605,0.77,-2.89,2.4327,5.0,6.0887,4.0,1.04,1.18,0.75,7.89,-6.22,-7.79,3962214962.464681,True
Co 1,3391.3725447422967,3391.3717,3391.31,3391.46,0.7378913164138794,0.43500000000000005,0.884309,0.8903714,0.2621086835861206,0.565,-1.249,2.0421,1.5,5.698,0.5,1.1,2.52,0.75,7.9,-6.14,-7.81,982286977.1133778,True
Ti 1,3391.609271247109,3391.6508,3391.55,3391.6,0.8972300700843334,0.256,0.9193968,0.80812144,0.10276992991566658,0.744,-0.75,1.0529,1.0,4.7085,2.0,1.5,1.14,0.96,8.54,-5.59,-7.62,562252463.784138,True
Ti 1,3391.6540269586803,3391.6508,3391.55,3391.73,0.6240987777709961,0.256,0.9193968,0.78088486,0.3759012222290039,0.744,-0.75,1.0529,1.0,4.7085,2.0,1.5,1.14,0.96,8.54,-5.59,-7.62,2153324683.115042,True
Ni 1,3392.0157789587106,3392.0135,3391.74,3392.22,0.06471598148345947,0.016000000000000014,0.78261375,0.6964903,0.9352840185165405,0.984,-1.631,0.0,4.0,3.6552,4.0,1.29,1.25,1.27,8.0,-6.12,-7.81,18978423246.626617,True
Cr 2,3392.386775798089,3392.3976,3392.23,3392.49,0.22252440452575684,0.08499999999999996,0.6984298,0.7657406,0.7774755954742432,0.915,-1.38,2.4212,0.5,6.076,1.5,0.0,1.8,2.25,0.0,0.0,188.219,13913867529.849394,True
NH 1,3392.5532283378984,3392.5554,3392.5,3392.68,0.6523046493530273,0.754,0.76180464,0.9307205,0.34769535064697266,0.246,-1.536,0.1807,8.0,3.8353,7.0,99.0,99.0,99.0,0.0,0.0,0.0,1601800768.425734,True
Fe 1,3392.812678543994,3392.8092,3392.69,3392.86,0.5985393524169922,0.275,0.93092316,0.6881765,0.4014606475830078,0.725,-2.127,3.3009,2.0,6.9552,3.0,1.18,0.86,0.54,8.04,-6.13,-7.78,2233197835.670275,True
Er 2,3392.9675756535003,3392.9607,3392.87,3393.15,0.1280059814453125,0.44699999999999995,0.6786852,0.713518,0.8719940185546875,0.553,-0.11,0.0,6.5,3.6542,7.5,1.23,1.14,0.87,0.0,0.0,0.0,19762400582.644646,True
Fe 1,3393.272523081617,3393.2787,3393.16,3393.41,0.15985441207885742,0.040000000000000036,0.71503055,0.7785573,0.8401455879211426,0.96,-1.067,2.1979,2.0,5.8517,2.0,1.82,0.74,1.28,7.54,-6.1,-7.81,20456546181.96422,True
Fe 1,3393.6333120825993,3393.626,3393.42,3393.77,0.09584939479827881,0.029000000000000026,0.77639043,0.31864214,0.9041506052017212,0.971,-0.644,2.1759,3.0,5.8294,3.0,1.67,1.35,1.51,8.2,-5.85,295.272,12214004152.750805,True
Ni 1,3393.960483153937,3393.96,3393.78,3394.18,0.05409839749336243,0.01200000000000001,0.3205208,0.4919488,0.9459016025066376,0.988,-0.677,0.0254,3.0,3.6785,3.0,1.21,1.33,1.27,7.44,-6.19,-7.83,8837090543.433687,True
Ni 1,3394.2694102188925,3394.264,3394.19,3394.31,0.32511377334594727,0.16200000000000003,0.4964411,0.36572123,0.6748862266540527,0.838,-0.409,3.5432,3.0,7.196,3.0,0.95,1.15,1.05,8.08,-4.04,-7.34,1410764760.0877748,True
Fe 1,3394.332758265189,3394.3517,3394.32,3394.45,0.35474133491516113,0.14700000000000002,0.3632661,0.8196276,0.6452586650848389,0.853,-2.016,2.8581,0.0,6.5107,1.0,0.0,0.7,0.7,8.23,-6.07,-7.76,4791539510.803823,True
