species,wave,wave_vald,wave_l,wave_u,flux,flux_vald,flux_l,flux_u,depth,depth_vald,loggf,E_l,J_l,E_u,J_u,lande_l,lande_u,lande_m,damping_rad,damping_stark,damping_waals,vrad_info,crit_CaHK
Fe 1,3519.873508923469,3519.8739,3519.79,3520.15,0.22903680801391602,0.08999999999999997,0.79333323,0.94949377,0.770963191986084,0.91,-1.956,2.1979,2.0,5.7203,3.0,1.82,1.66,1.5,8.53,-6.05,285.269,25448291286.740612,True
Ni 1,3520.770165110041,3520.7675,3520.16,3520.92,0.06722164154052734,0.03200000000000003,0.94947726,0.68746424,0.9327783584594727,0.968,-2.021,0.2748,2.0,3.7963,2.0,0.74,0.67,0.71,7.97,-6.13,-7.81,28842160739.048645,True
Co 1,3521.0615280856928,3521.0868,3520.93,3521.17,0.08778369426727295,0.04800000000000004,0.6845284,0.7175917,0.912216305732727,0.952,-1.29,0.1012,3.5,3.6224,2.5,1.24,1.03,1.49,7.2,-6.23,227.247,31215337213.99042,True
Ti 2,3521.25820336133,3521.2586,3521.18,3521.44,0.20327997207641602,0.08899999999999997,0.7085602,0.8988392,0.796720027923584,0.911,-0.18,2.0477,0.5,5.5687,1.5,0.66,0.83,0.87,8.32,-6.46,-7.82,22949643701.71806,True
V 2,3521.5468562506203,3521.5455,3521.45,3521.63,0.7729390859603882,0.761,0.89859635,0.875064,0.22706091403961182,0.239,-1.36,2.2682,2.0,5.7889,1.0,1.13,1.44,0.98,8.26,-6.52,-7.87,551400413.1122502,True
Fe 1,3521.853045280118,3521.853,3521.64,3521.95,0.2049248218536377,0.119,0.8748163,0.65960944,0.7950751781463623,0.881,-1.856,2.6085,2.0,6.1289,2.0,0.66,0.68,0.67,7.92,-6.29,333.248,20227364006.38998,True
Fe 1,3522.2647941425917,3522.2678,3521.96,3522.47,0.049929141998291016,0.016000000000000014,0.65807503,0.39806446,0.950070858001709,0.984,-0.988,0.9146,4.0,4.4346,4.0,1.35,1.1,1.23,7.99,-6.08,301.273,10613634675.801973,True
Co 1,3522.5728287644242,3522.5732,3522.48,3522.69,0.09271776676177979,0.038000000000000034,0.39650723,0.63147956,0.9072822332382202,0.962,-0.58,0.4318,4.5,3.9515,3.5,1.33,1.78,0.56,7.71,-6.2,251.245,18684289747.055275,True
Fe 1,3522.843685301712,3522.8438,3522.7,3523.05,0.15214252471923828,0.06499999999999995,0.6301402,0.85185313,0.8478574752807617,0.935,-1.486,2.2227,1.0,5.7421,2.0,2.5,1.82,1.48,8.51,-6.07,287.27,22956342889.451042,True
Fe 1,3523.274924723804,3523.275,3523.06,3523.52,0.15162396430969238,0.07799999999999996,0.8517418,0.87989724,0.8483760356903076,0.922,-0.987,2.8325,5.0,6.3515,5.0,1.5,1.38,1.44,8.2,-5.09,835.283,25842099923.650597,True
Ni 1,3523.631167029628,3523.6295,3523.53,3523.67,0.750302791595459,0.706,0.88036656,0.79785764,0.24969720840454102,0.294,-1.629,3.6353,3.0,7.154,2.0,1.09,1.55,0.62,8.42,-4.56,-7.5,444632280.49813,True
Fe 1,3523.737795718789,3523.7356,3523.68,3523.78,0.6754367351531982,0.5840000000000001,0.79845107,0.75204015,0.32456326484680176,0.416,-2.917,3.0469,4.0,6.5654,4.0,1.0,1.21,1.1,7.67,-4.71,-7.5,736340966.6307497,True
Fe 1,3523.898277340824,3523.9049,3523.79,3523.99,0.17305898666381836,0.10299999999999998,0.7520867,0.7203442,0.8269410133361816,0.897,-1.34,2.8755,2.0,6.3939,3.0,1.5,1.92,2.34,8.32,-5.22,873.276,22594652056.920746,True
Ni 1,3524.079185617629,3524.0803,3524.0,3524.13,0.30582189559936523,0.241,0.7309541,0.52548397,0.6941781044006348,0.759,-4.001,0.4228,2.0,3.941,3.0,0.76,1.01,1.26,6.7,-6.26,-7.83,10089216547.858057,True
Fe 1,3524.182565369454,3524.1818,3524.14,3524.23,0.3606441020965576,0.20599999999999996,0.5183428,0.5401898,0.6393558979034424,0.794,-1.866,3.2515,3.0,6.7696,3.0,1.34,0.92,1.13,8.12,-5.27,-7.68,3732882523.678724,True
Fe 1,3524.3201457441996,3524.3158,3524.24,3524.37,0.16616606712341309,0.09499999999999997,0.5470003,0.29842904,0.8338339328765869,0.905,-1.228,2.8755,2.0,6.3935,1.0,1.5,-0.37,2.44,8.36,-5.11,873.277,10081764085.700008,True
Co 1,3524.4437665687733,3524.4405,3524.38,3524.62,0.09216547012329102,0.041000000000000036,0.29592928,0.66755337,0.907834529876709,0.959,-0.44,0.6293,1.5,4.1472,0.5,0.4,0.01,0.5,8.13,-6.15,298.273,15301545775.022171,True
Co 1,3524.7142762447947,3524.7089,3524.63,3524.83,0.2880089282989502,0.17000000000000004,0.6650738,0.54982615,0.7119910717010498,0.83,-0.682,1.8826,2.5,5.4002,3.5,1.52,1.23,0.87,8.18,-5.98,-7.79,7521499953.588894,True
Cr 1,3524.885701819702,3524.8639,3524.84,3524.89,0.5288324803113937,0.776,0.5478876,0.52984124,0.47116751968860626,0.224,-1.472,2.7079,3.0,6.2253,4.0,1.6,1.25,0.72,8.05,-4.15,-7.35,24120151.739979826,True
Fe 1,3525.064265178344,3525.0485,3524.9,3525.15,0.07516390085220337,0.07099999999999995,0.52992827,0.24194355,0.9248360991477966,0.929,-1.15,2.5881,3.0,6.1053,3.0,1.07,1.17,1.12,7.91,-6.29,-7.79,11172152495.186537,True
Fe 1,3525.252031498349,3525.2569,3525.16,3525.32,0.08218365907669067,0.768,0.24318749,0.13890249,0.9178163409233093,0.232,-3.109,3.2112,4.0,6.7282,5.0,1.5,1.11,0.32,8.05,-4.75,-7.51,3307574613.5410132,True
Ni 1,3525.547389731979,3525.5447,3525.33,3526.08,0.038353025913238525,0.014000000000000012,0.13971953,0.45870203,0.9616469740867615,0.986,-0.157,0.0254,3.0,3.5421,2.0,1.49,1.33,1.64,8.1,-6.14,-7.81,3289167360.520011,True
Ni 1,3526.1083453584365,3526.1229,3526.09,3526.52,0.4569789320230484,0.791,0.45947587,0.6862311,0.5430210679769516,0.209,-3.451,1.9508,1.0,5.4669,2.0,1.45,1.5,1.52,7.55,-6.02,-7.81,500596729.6755241,True
Zr 2,3526.8309618352314,3526.815,3526.53,3526.85,0.31827038526535034,0.265,0.6861145,0.3308919,0.6817296147346497,0.735,-0.96,0.3589,2.5,3.8744,3.5,1.02,1.24,1.5,0.0,0.0,0.0,2934078581.094054,True
Fe 1,3527.051452602552,3527.0486,3526.86,3527.11,0.0453014075756073,0.015000000000000013,0.33059034,0.07559841,0.9546985924243927,0.985,-1.828,0.0873,2.0,3.6025,3.0,1.5,1.66,1.81,7.34,-6.12,249.249,4269661121.1669316,True
Fe 1,3527.1842342126265,3527.1736,3527.12,3527.31,0.04355032742023468,0.019000000000000017,0.07488759,0.17835383,0.9564496725797653,0.981,-1.267,0.9582,3.0,4.4733,3.0,1.25,0.79,1.02,7.96,-6.08,305.272,2669114584.330626,True
Fe 1,3527.4058107204833,3527.3892,3527.32,3527.43,0.06882506608963013,0.049000000000000044,0.17984477,0.07337918,0.9311749339103699,0.951,-0.268,2.8654,3.0,6.3803,3.0,1.51,1.24,1.38,8.34,-5.21,-7.53,1857946095.2259703,True
Fe 1,3527.459556738204,3527.4752,3527.44,3527.59,0.06833744049072266,0.04600000000000004,0.07257212,0.3468219,0.9316625595092773,0.954,-0.92,2.2786,2.0,5.7934,2.0,1.51,1.44,1.48,7.88,-6.09,-7.78,4864912121.697012,True
Fe 1,3527.6918786331853,3527.691,3527.6,3527.77,0.07896322011947632,0.10499999999999998,0.34475994,0.1850619,0.9210367798805237,0.895,-1.199,3.0173,2.0,6.5318,2.0,1.48,1.15,1.31,8.07,-5.56,-7.69,7467230670.456239,True
Co 1,3527.8505095766104,3527.8578,3527.78,3527.93,0.08185458183288574,0.025000000000000022,0.18472023,0.33749136,0.9181454181671143,0.975,-0.62,0.0,4.5,3.5144,4.5,1.33,1.33,1.33,7.28,-6.23,221.247,8163483937.859571,True
Fe 1,3527.956249779305,3527.9693,3527.94,3528.32,0.3127918243408203,0.21299999999999997,0.33344135,0.8882986,0.6872081756591797,0.787,-1.466,3.6537,2.0,7.168,3.0,1.84,1.42,1.0,8.17,-4.99,-7.33,6043597322.590074,True
Zr 2,3528.4316582190095,3528.4304,3528.33,3528.5,0.8050938248634338,0.804,0.88832307,0.8661461,0.19490617513656616,0.196,-0.6,1.756,2.5,5.2698,3.5,1.21,1.13,1.04,0.0,0.0,0.0,230422776.05796227,True
Fe 1,3528.8064024736423,3528.801,3528.51,3528.86,0.09037697315216064,0.05400000000000005,0.8665599,0.15374295,0.9096230268478394,0.946,-0.438,2.8512,4.0,6.3647,4.0,1.49,1.34,1.42,8.32,-4.84,846.281,12847405866.688662,True
Fe 1,3528.896220603249,3528.8992,3528.87,3528.92,0.14741310477256775,0.134,0.15507852,0.15594822,0.8525868952274323,0.866,-1.84,2.7586,3.0,6.272,3.0,0.76,1.02,0.89,7.78,-6.14,-7.8,45829475.04226623,True
Ni 1,3528.98211384959,3528.9816,3528.93,3529.15,0.0885690450668335,0.20999999999999996,0.15919176,0.8723855,0.9114309549331665,0.79,-4.183,0.1652,3.0,3.6785,3.0,1.21,1.08,1.15,7.44,-6.19,-7.82,19304647106.0282,True
Fe 1,3529.2526332166426,3529.2444,3529.16,3529.28,0.47737812995910645,0.28200000000000003,0.8704323,0.52421945,0.5226218700408936,0.718,-2.961,2.4534,4.0,5.9665,3.0,0.81,1.24,0.17,8.07,-6.3,-7.77,4168621791.0460095,True
Fe 1,3529.3118483602484,3529.3217,3529.29,3529.64,0.4841266870498657,0.272,0.5207575,0.95033234,0.5158733129501343,0.728,-3.858,1.5574,3.0,5.0703,2.0,1.09,1.99,0.19,7.48,-6.22,-7.83,4888150912.745764,True
Fe 1,3529.9313545654472,3529.9447,3529.65,3529.98,0.22530865669250488,0.16000000000000003,0.9503172,0.33902326,0.7746913433074951,0.84,-4.193,0.859,5.0,4.3714,4.0,1.4,1.1,1.99,8.05,-6.06,294.273,13415866757.766644,True
Co 1,3530.038379664399,3530.0415,3529.99,3530.28,0.1416628360748291,0.03700000000000003,0.32724902,0.9326339,0.8583371639251709,0.963,-0.88,0.1744,2.5,3.6867,3.5,1.03,1.0,0.95,7.1,-6.22,230.247,21586816724.736988,True
Fe 1,3530.5344155173325,3530.532,3530.29,3530.58,0.32954883575439453,0.16000000000000003,0.9325425,0.535408,0.6704511642456055,0.84,-1.77,3.0469,4.0,6.5586,5.0,1.0,0.83,0.49,8.04,-6.08,-7.79,11728626440.818985,True
Ni 1,3530.632525197711,3530.6303,3530.59,3530.68,0.45301055908203125,0.391,0.54807264,0.5493851,0.5469894409179688,0.609,-2.754,1.9354,2.0,5.447,2.0,1.48,1.36,1.42,7.87,-6.02,-7.81,1076589506.617468,True
Co 1,3530.8206632535675,3530.817,3530.69,3531.18,0.06504166126251221,0.028000000000000025,0.5423465,0.87917817,0.9349583387374878,0.972,-0.07,0.5136,3.5,4.0251,4.5,1.24,1.15,1.01,7.93,-6.13,286.27,21183190867.713306,True
Fe 1,3531.395779491738,3531.3958,3531.19,3531.5,0.14728140830993652,0.07499999999999996,0.8789329,0.7313542,0.8527185916900635,0.925,-0.947,2.8083,6.0,6.3192,6.0,1.5,1.42,1.46,8.34,-5.12,807.289,26357147914.811447,True
Ni 1,3531.593493448072,3531.5998,3531.51,3531.68,0.26500463485717773,0.15200000000000002,0.7290904,0.8434688,0.7349953651428223,0.848,-0.161,3.5388,5.0,7.0495,4.0,1.38,1.44,1.25,8.28,-5.34,-7.53,18872737640.137695,True
V 2,3531.7817634122744,3531.7813,3531.69,3531.89,0.24689912796020508,0.09699999999999998,0.8518652,0.85769343,0.7531008720397949,0.903,-0.53,1.0713,2.0,4.5818,1.0,0.65,0.24,0.86,8.32,-6.44,-7.86,22979867602.3847,True
Fe 1,3531.972206065105,3531.9727,3531.9,3532.19,0.5486187934875488,0.30200000000000005,0.86429656,0.97158074,0.45138120651245117,0.698,-2.977,2.4844,0.0,5.9947,1.0,0.0,0.23,0.23,8.09,-5.91,-7.77,6811724615.642331,True
Fe 1,3532.453043609743,3532.4466,3532.2,3532.6,0.23490214347839355,0.11099999999999999,0.97156155,0.9556675,0.7650978565216064,0.889,-1.951,2.4327,5.0,5.9426,4.0,1.04,1.26,0.59,7.91,-5.71,261.261,25336522873.44134,True
Dy 2,3532.720843160456,3532.7195,3532.61,3532.77,0.443878173828125,0.122,0.9564687,0.6929327,0.556121826171875,0.878,0.77,0.0,8.5,3.5096,9.5,1.29,1.26,1.13,0.0,0.0,0.0,9429410100.526875,True
Mn 1,3532.8497184102666,3532.8479,3532.78,3532.92,0.22233057022094727,0.10199999999999998,0.6906252,0.6949845,0.7776694297790527,0.898,-0.159,2.2816,2.5,5.7911,3.5,2.28,1.81,1.22,8.29,-5.16,-7.67,20813739318.821926,True
Mn 1,3533.013309666579,3533.0095,3532.93,3533.06,0.1878068447113037,0.08699999999999997,0.7064079,0.34898627,0.8121931552886963,0.913,0.075,2.2816,2.5,5.7909,2.5,2.28,2.06,2.17,8.3,-5.16,-7.67,14546121132.9886,True
Mn 1,3533.1166328816453,3533.1207,3533.07,3533.35,0.18704557418823242,0.08599999999999997,0.34892464,0.9521688,0.8129544258117676,0.914,0.092,2.2816,2.5,5.7908,1.5,2.28,2.8,1.89,8.3,-5.16,-7.67,17913583394.89353,True
Fe 1,3533.5788802419097,3533.5786,3533.36,3533.67,0.25377321243286133,0.11699999999999999,0.952257,0.7870276,0.7462267875671387,0.883,-1.049,3.274,1.0,6.7827,2.0,0.73,0.8,0.83,7.86,-5.06,-7.51,22694486300.46056,True
Fe 2,3533.682617584431,3533.6946,3533.68,3533.67,0.7840343117713928,0.898,0.7864745,0.7870276,0.21596568822860718,0.102,-3.237,4.4791,1.5,7.9877,2.5,0.8,0.82,0.84,8.47,-6.51,175.233,0.0,True
Fe 1,3534.0220901081375,3534.0162,3533.78,3534.12,0.09356021881103516,0.052000000000000046,0.8846009,0.27771914,0.9064397811889648,0.948,-0.32,2.8852,0.0,6.3935,1.0,0.0,-0.37,-0.37,8.36,-5.11,-7.53,16617652845.215555,True
Fe 1,3534.2068256471143,3534.2081,3534.13,3534.29,0.08546113967895508,0.04500000000000004,0.27243897,0.36061808,0.9145388603210449,0.955,-0.112,2.882,1.0,6.3901,2.0,1.55,0.87,0.53,8.35,-5.22,-7.54,10186069631.3217,True
Co 1,3534.363865729595,3534.3683,3534.3,3534.58,0.1441636085510254,0.04300000000000004,0.36862502,0.9245841,0.8558363914489746,0.957,-0.99,0.2243,1.5,3.7323,2.5,0.4,0.58,0.71,7.08,-6.22,233.248,20955381326.110207,True
V 1,3534.6873007644026,3534.6858,3534.59,3534.77,0.675605058670044,0.519,0.9253909,0.8460396,0.32439494132995605,0.481,-0.03,1.2181,2.5,4.7257,3.5,1.55,1.35,1.1,8.16,-5.39,346.24,2101148222.111405,True
Ti 2,3534.863783503002,3534.8643,3534.78,3534.97,0.45595407485961914,0.22699999999999998,0.8480685,0.9616095,0.5440459251403809,0.773,-1.31,2.0613,1.5,5.5687,1.5,1.33,0.83,1.08,8.32,-6.46,-7.82,10706992501.897696,True
Ce 2,3535.0541948384675,3535.0549,3534.98,3535.29,0.8543896675109863,0.775,0.9614958,0.9782044,0.14561033248901367,0.225,-0.14,0.5212,6.5,4.0285,5.5,1.19,1.22,1.1,0.0,0.0,0.0,517318511.93996227,True
Fe 1,3535.53514869443,3535.5349,3535.3,3535.61,0.37338924407958984,0.18000000000000005,0.9782078,0.864295,0.6266107559204102,0.82,-1.344,3.5732,5.0,7.08,5.0,1.0,0.83,0.92,7.92,-6.12,237.255,16846987124.779558,True
Fe 1,3535.6886913295066,3535.6876,3535.62,3535.82,0.4032020568847656,0.17400000000000004,0.8568462,0.87156147,0.5967979431152344,0.826,-2.832,2.1759,3.0,5.6826,4.0,1.67,1.16,0.4,7.8,-6.08,-7.81,11812633786.751867,True
Fe 1,3535.924686732544,3535.9335,3535.83,3536.1,0.24242305755615234,0.565,0.87807375,0.96912014,0.7575769424438477,0.435,-4.434,1.4849,4.0,4.9913,5.0,1.25,1.39,1.66,8.78,-5.79,-7.67,24670894053.886257,True
Ti 2,3536.4139910350746,3536.4178,3536.11,3536.52,0.18254542350769043,0.07899999999999996,0.96906173,0.8413918,0.8174545764923096,0.921,0.01,2.0613,1.5,5.5672,2.5,1.33,1.2,1.1,8.32,-6.46,-7.82,24608694821.716873,True
Sc 2,3536.7194514451166,3536.7246,3536.53,3536.9,0.1752331256866455,0.06899999999999995,0.8441846,0.9350396,0.8247668743133545,0.931,-0.46,0.315,2.0,3.8207,1.0,1.0,1.01,0.99,8.13,-6.31,-7.83,24750788156.878536,True
Dy 2,3537.0312390734925,3537.0307,3536.91,3537.12,0.6343765258789062,0.346,0.9349883,0.8940123,0.36562347412109375,0.654,0.53,0.5382,7.5,4.0435,8.5,1.23,1.19,1.06,0.0,0.0,0.0,3574261276.818622,True
Fe 1,3537.5667494750523,3537.5667,3537.13,3537.87,0.06853693723678589,0.039000000000000035,0.8936241,0.8056238,0.9314630627632141,0.961,0.115,2.8755,2.0,6.3803,3.0,1.5,1.24,0.98,8.34,-5.21,860.279,16789016426.093405,True
Zr 2,3537.951093801642,3537.9539,3537.88,3538.13,0.6669554710388184,0.511,0.8081445,0.92578834,0.33304452896118164,0.489,-1.41,0.3589,2.5,3.8634,2.5,1.02,1.12,1.07,0.0,0.0,0.0,1763568715.6150591,True
Ni 1,3538.251250502367,3538.2515,3538.14,3538.35,0.6190280914306641,0.42100000000000004,0.9263457,0.9325745,0.38097190856933594,0.579,-1.093,3.6552,4.0,7.1593,3.0,1.29,1.38,1.15,8.43,-4.89,-7.53,4240873814.310662,True
Fe 1,3538.503001480878,3538.5027,3538.36,3538.58,0.23381519317626953,0.09399999999999997,0.93350196,0.7255523,0.7661848068237305,0.906,-1.526,2.5881,3.0,6.092,3.0,1.07,1.21,1.14,7.55,-6.11,-7.8,24118750777.82742,True
Fe 1,3538.7280550984456,3538.7397,3538.59,3538.81,0.12910985946655273,0.07199999999999995,0.711761,0.5026587,0.8708901405334473,0.928,-1.126,2.6085,2.0,6.1121,1.0,0.66,0.56,0.71,7.49,-6.14,287.263,19083586081.499825,True
Fe 1,3538.9054085723474,3538.9058,3538.82,3539.14,0.12563490867614746,0.06699999999999995,0.50551564,0.91528,0.8743650913238525,0.933,-0.76,2.8325,5.0,6.336,5.0,1.5,1.38,1.44,8.19,-4.38,821.286,22241128108.37151,True
Fe 1,3539.2922701686316,3539.3169,3539.15,3539.43,0.15392553806304932,0.13,0.91488254,0.938404,0.8460744619369507,0.87,-0.881,3.5465,2.0,7.0496,2.0,1.03,0.69,0.86,8.17,-5.97,-7.68,32963271465.080067,True
Fe 1,3539.5613055318668,3539.5655,3539.44,3539.69,0.22867918014526367,0.124,0.9399203,0.94972235,0.7713208198547363,0.876,-2.03,2.4844,0.0,5.9872,1.0,0.0,2.21,2.21,8.44,-5.75,-7.69,27441453237.16516,True
Fe 1,3539.793291238416,3539.7934,3539.7,3539.86,0.4924798011779785,0.256,0.94917464,0.87687546,0.5075201988220215,0.744,-1.73,3.5732,5.0,7.0758,6.0,1.0,1.03,1.1,7.93,-6.12,237.255,9693417431.984455,True
Fe 1,3539.9391986325895,3539.9389,3539.87,3540.01,0.6286053657531738,0.41200000000000003,0.8877795,0.87774134,0.37139463424682617,0.588,-1.798,3.8816,4.0,7.384,5.0,1.25,1.39,1.68,8.19,-3.73,-7.15,3539879357.4312143,True
Ce 2,3540.0824940500456,3540.0903,3540.02,3540.22,0.8224986791610718,0.743,0.87967527,0.975421,0.17750132083892822,0.257,-0.27,0.32,4.5,3.8223,3.5,1.02,1.02,1.04,0.0,0.0,0.0,503796797.2474807,True
Co 1,3540.4519972150656,3540.4518,3540.23,3540.51,0.7416326999664307,0.6,0.9754141,0.8511913,0.25836730003356934,0.4,-0.297,3.2524,3.5,6.7543,3.5,1.15,0.99,1.07,8.1,-5.05,-7.48,1110622638.2748904,True
Cr 1,3540.535135485962,3540.5419,3540.52,3540.65,0.8415129780769348,0.764,0.8493347,0.9638072,0.15848702192306519,0.236,-1.067,3.096,0.0,6.5979,1.0,0.0,2.05,2.05,8.25,-4.41,-7.53,271143896.40909773,True
Fe 1,3540.9682554159594,3540.96,3540.66,3540.99,0.7636244297027588,0.731,0.9636999,0.77345484,0.2363755702972412,0.269,-2.303,3.9597,1.0,7.4612,1.0,0.51,2.16,1.33,7.78,-3.43,-7.1,388536407.1782704,True
Fe 1,3541.1296561659774,3541.1325,3541.0,3541.26,0.1275310516357422,0.07099999999999995,0.7745787,0.7994021,0.8724689483642578,0.929,-0.795,2.8654,3.0,6.3666,4.0,1.51,1.49,1.45,7.96,-5.0,737.237,27654019301.669228,True
Ni 1,3541.3393514144486,3541.346,3541.27,3541.45,0.636570930480957,0.609,0.80408037,0.8890358,0.36342906951904297,0.391,-1.312,3.7681,1.0,7.2692,2.0,0.01,0.89,1.33,8.12,-4.27,-7.19,2193031375.38185,True
Fe 1,3541.7343135819133,3541.721,3541.46,3541.88,0.093453049659729,0.041000000000000036,0.8884755,0.5211392,0.906546950340271,0.959,-2.492,0.9146,4.0,4.4153,3.0,1.35,0.89,2.04,8.06,-6.06,299.273,24168186065.88168,True
Fe 1,3542.095130263859,3542.0951,3541.89,3542.59,0.06386566162109375,0.03500000000000003,0.5255147,0.8175547,0.9361343383789062,0.965,0.252,2.8512,4.0,6.3515,5.0,1.49,1.38,1.15,8.2,-5.09,834.284,13057956621.49787,True
Fe 1,3542.881260914561,3542.8674,3542.6,3542.91,0.4120684862136841,0.384,0.8176738,0.43699837,0.5879315137863159,0.616,-1.744,3.8816,4.0,7.3811,4.0,1.25,1.27,1.26,7.68,-3.91,-7.15,2905841772.6471024,True
Fe 1,3543.0868088852467,3543.0874,3542.92,3543.19,0.06443613767623901,0.03600000000000003,0.43651995,0.23226778,0.935563862323761,0.964,0.207,2.8654,3.0,6.3647,4.0,1.51,1.34,1.08,8.32,-4.84,846.281,8473595275.575403,True
Fe 1,3543.2568841392876,3543.2556,3543.2,3543.45,0.12802636623382568,0.09199999999999997,0.23061192,0.8091586,0.8719736337661743,0.908,-1.866,2.2786,2.0,5.7778,1.0,1.51,1.89,1.31,7.65,-6.16,-7.82,12170086474.806791,True
Fe 1,3543.5713605609535,3543.5719,3543.46,3543.61,0.48595666885375977,0.34099999999999997,0.8096898,0.5630721,0.5140433311462402,0.659,-2.671,2.8654,3.0,6.3642,2.0,1.51,1.85,1.18,8.32,-5.12,-7.54,2734083793.3417826,True
Zr 2,3543.6443544649096,3543.6514,3543.62,3543.74,0.5106856822967529,0.28600000000000003,0.5573628,0.89668506,0.48931431770324707,0.714,0.44,1.7594,4.5,5.2582,5.5,1.1,1.08,1.03,0.0,0.0,0.0,3909142085.960405,True
Gd 2,3543.7711367457828,3543.7774,3543.75,3543.91,0.8887281715869904,0.881,0.8955666,0.9488168,0.11127182841300964,0.119,-0.24,0.662,5.5,4.1607,6.5,1.66,1.53,1.18,0.0,0.0,0.0,59123186.23858431,True
Fe 1,3544.0347506793523,3544.0087,3543.92,3544.02,0.8957572281360626,0.887,0.94877565,0.89664537,0.10424277186393738,0.113,-2.823,3.8816,4.0,7.38,5.0,1.25,1.47,1.92,8.76,-4.27,-7.4,48639311.211675465,True
Fe 1,3544.138418070004,3544.1552,3543.92,3544.18,0.8376174569129944,0.791,0.94877565,0.8659978,0.16238254308700562,0.209,-2.512,3.8816,4.0,7.3799,3.0,1.25,1.12,1.44,8.19,-4.56,-7.32,151284634.8663612,True
Co 1,3544.272338114696,3544.2714,3544.19,3544.32,0.4161510467529297,0.18600000000000005,0.8699534,0.667772,0.5838489532470703,0.814,-0.763,1.8826,2.5,5.3807,3.5,1.52,1.33,1.11,7.8,-6.11,-7.8,9584245029.684227,True
Fe 1,3544.395661002217,3544.397,3544.33,3544.57,0.2749929428100586,0.11599999999999999,0.6762705,0.9281788,0.7250070571899414,0.884,-1.995,2.4327,5.0,5.9307,5.0,1.04,1.2,1.12,7.36,-6.15,272.265,18671559003.4896,True
Fe 1,3544.687505238237,3544.6875,3544.58,3544.91,0.24346113204956055,0.10999999999999999,0.9243602,0.97346574,0.7565388679504395,0.89,-0.77,3.4149,1.0,6.9126,2.0,0.82,0.99,1.08,8.29,-6.21,321.259,26756709124.662983,True
Fe 1,3545.0228244780656,3545.0231,3544.92,3545.12,0.8518877029418945,0.754,0.9733948,0.9729922,0.14811229705810547,0.246,-2.66,3.6398,2.0,7.1372,3.0,1.16,1.33,1.51,8.19,-4.98,-7.45,549924008.4255527,True
Ni 1,3545.254537198903,3545.2561,3545.13,3545.36,0.46890926361083984,0.26,0.97221977,0.9155448,0.5310907363891602,0.74,-0.649,3.6988,3.0,7.196,3.0,1.3,1.15,1.23,8.22,-4.04,-7.34,10584701812.90256,True
Ni 1,3545.4621999655847,3545.4497,3545.37,3545.51,0.7567980289459229,0.644,0.91637325,0.80036175,0.24320197105407715,0.356,-1.313,3.8327,1.0,7.3297,2.0,0.55,1.09,1.35,8.07,-3.59,-7.17,615895218.9660401,True
Fe 1,3545.627367012374,3545.6424,3545.52,3545.88,0.14526128768920898,0.10399999999999998,0.8045801,0.9753781,0.854738712310791,0.896,-1.631,2.6085,2.0,6.1053,2.0,0.66,0.95,0.81,7.58,-6.17,287.264,35094942552.67659,True
Fe 1,3546.0728180581546,3546.0866,3545.89,3546.1,0.6822652816772461,0.611,0.97541624,0.69515544,0.3177347183227539,0.389,-2.141,3.8835,3.0,7.3799,3.0,1.32,1.12,1.22,8.2,-4.56,-7.32,1378755180.455419,True
V 2,3546.199548507208,3546.2089,3546.11,3546.31,0.16067075729370117,0.08399999999999996,0.69374305,0.8651462,0.8393292427062988,0.916,-0.32,1.0963,3.0,4.5925,2.0,1.04,1.08,1.0,8.34,-6.44,-7.86,29274841118.491093,True
V 1,3546.3454425003224,3546.3475,3546.32,3546.41,0.8458613753318787,0.8220000000000001,0.8620362,0.9111244,0.15413862466812134,0.178,-0.64,1.1948,1.5,4.691,1.5,1.7,1.18,1.44,8.38,-5.29,342.24,119928933.55199397,True
Fe 1,3546.540882177646,3546.5405,3546.42,3546.57,0.34285593032836914,0.33699999999999997,0.9105164,0.3873425,0.6571440696716309,0.663,-1.58,3.9433,3.0,7.4392,4.0,1.09,0.98,0.81,7.56,-3.62,-7.24,7954885933.032828,True
Fe 1,3546.6518853954526,3546.6528,3546.58,3546.75,0.11561870574951172,0.05600000000000005,0.38374147,0.6350082,0.8843812942504883,0.944,-0.459,2.8512,4.0,6.347,4.0,1.49,1.62,1.56,8.34,-5.06,-7.54,18463945153.340065,True
Fe 1,3546.836598187138,3546.8429,3546.76,3547.08,0.25641322135925293,0.15600000000000003,0.6380371,0.9695003,0.7435867786407471,0.844,-1.714,3.0469,4.0,6.5425,4.0,1.0,0.81,0.91,8.08,-6.05,-7.79,14535030385.742085,True
Fe 1,3547.2214668557644,3547.2173,3547.09,3547.53,0.37082767486572266,0.17000000000000004,0.9694204,0.98234814,0.6291723251342773,0.83,-2.512,2.4327,5.0,5.9279,4.0,1.04,1.06,0.99,7.52,-6.08,-7.81,14208955351.088865,True
