ccf_vrad,ccf_val
-15.0,0.6938784691344132
-14.9,0.6939083358874131
-14.8,0.6939479719667567
-14.700000000000001,0.6939959118050127
-14.600000000000001,0.6940457865926972
-14.500000000000002,0.6940996622620574
-14.400000000000002,0.6941661559681678
-14.300000000000002,0.6942414954640337
-14.200000000000003,0.6943230375475009
-14.100000000000003,0.694406516098589
-14.000000000000004,0.6945000673585701
-13.900000000000004,0.6946046060006756
-13.800000000000004,0.6947167409683394
-13.700000000000005,0.6948337920398202
-13.600000000000005,0.6949583961639552
-13.500000000000005,0.6950940725866919
-13.400000000000006,0.69523776776486
-13.300000000000006,0.6953881463745306
-13.200000000000006,0.6955469438151964
-13.100000000000007,0.695713956407159
-13.000000000000007,0.6958894284535061
-12.900000000000007,0.6960726654490006
-12.800000000000008,0.6962655806666767
-12.700000000000008,0.6964656750234733
-12.600000000000009,0.6966717107152318
-12.500000000000009,0.6968854023442799
-12.40000000000001,0.6971094718140486
-12.30000000000001,0.6973444375480984
-12.20000000000001,0.697579709825263
-12.10000000000001,0.697821935300864
-12.00000000000001,0.6980734529251172
-11.900000000000011,0.6983373720852023
-11.800000000000011,0.6986000844934678
-11.700000000000012,0.6988679337730761
-11.600000000000012,0.6991468406684638
-11.500000000000012,0.6994330660613706
-11.400000000000013,0.6997191237859341
-11.300000000000013,0.7000104690806541
-11.200000000000014,0.7003093346321188
-11.100000000000014,0.7006153364595595
-11.000000000000014,0.7009207406311926
-10.900000000000015,0.7012273838803684
-10.800000000000015,0.7015435573797874
-10.700000000000015,0.7018617683745285
-10.600000000000016,0.7021779293555873
-10.500000000000016,0.7024979733553296
-10.400000000000016,0.7028242703177714
-10.300000000000017,0.7031492331070616
-10.200000000000017,0.7034725136425457
-10.100000000000017,0.7037945553668575
-10.000000000000018,0.7041194408680178
-9.900000000000018,0.7044466722843704
-9.800000000000018,0.704767296034332
-9.700000000000019,0.7050856547894124
-9.60000000000002,0.7054004049391942
-9.50000000000002,0.7057139045505948
-9.40000000000002,0.7060224715968688
-9.30000000000002,0.7063232727148301
-9.20000000000002,0.7066191350936648
-9.100000000000021,0.7069062793408494
-9.000000000000021,0.7071844017949824
-8.900000000000022,0.7074522549703521
-8.800000000000022,0.7077092228729552
-8.700000000000022,0.7079524049152995
-8.600000000000023,0.7081820137442153
-8.500000000000023,0.7083942238953804
-8.400000000000023,0.708588137052876
-8.300000000000024,0.7087613882300285
-8.200000000000024,0.7089125517453918
-8.100000000000025,0.709040280364892
-8.000000000000025,0.7091420519108902
-7.900000000000025,0.7092112499092127
-7.800000000000026,0.7092465076666223
-7.700000000000026,0.7092510378994458
-7.600000000000026,0.7092174721706184
-7.500000000000027,0.7091411004473255
-7.400000000000027,0.7090172576846072
-7.300000000000027,0.7088461534998677
-7.200000000000028,0.7086253100498078
-7.100000000000028,0.7083478452621828
-7.000000000000028,0.708009456143193
-6.900000000000029,0.7076065718121451
-6.800000000000029,0.7071327940400273
-6.7000000000000295,0.7065886643145751
-6.60000000000003,0.7059667711084063
-6.50000000000003,0.7052643908703384
-6.4000000000000306,0.7044694875513315
-6.300000000000031,0.7035850248699297
-6.200000000000031,0.7026023696379188
-6.100000000000032,0.7015220903388497
-6.000000000000032,0.7003322839535177
-5.900000000000032,0.6990281037992607
-5.800000000000033,0.6976103039625077
-5.700000000000033,0.6960730966542483
-5.600000000000033,0.6944078966299464
-5.500000000000034,0.6926136220614527
-5.400000000000034,0.6906841405597448
-5.3000000000000345,0.6886175369168182
-5.200000000000035,0.6864137411142754
-5.100000000000035,0.6840630476065943
-5.0000000000000355,0.6815614193612514
-4.900000000000036,0.6789155702155237
-4.800000000000036,0.6761172613198243
-4.700000000000037,0.6731682089539102
-4.600000000000037,0.6700680709027489
-4.500000000000037,0.6668116279111442
-4.400000000000038,0.6634023359313403
-4.300000000000038,0.6598468215545892
-4.200000000000038,0.6561417494216375
-4.100000000000039,0.6522930968952125
-4.000000000000039,0.6483012244504056
-3.9000000000000394,0.6441694139875087
-3.80000000000004,0.6399094090016141
-3.70000000000004,0.6355261662128259
-3.6000000000000405,0.6310199378445756
-3.500000000000041,0.6264053929526737
-3.400000000000041,0.6216901240474463
-3.3000000000000416,0.6168839739012885
-3.200000000000042,0.611990605239396
-3.1000000000000423,0.6070264176552622
