rv_shift_+77.396_ms,rv_shift_+43.888_ms
0.7162289167649993,0.7163510471085446
0.7165727934144608,0.7166761228633107
0.7168606889558561,0.7169436359515537
0.7170884714635585,0.717152045663602
0.717262848613414,0.7173103943843278
0.7173873480168509,0.7174182403219651
0.7174655197292444,0.7174804584709245
0.717495688087112,0.717496208588033
0.7174840998096006,0.7174713419656267
0.7174334190737393,0.7174071021923198
0.7173427594041898,0.7173052702747783
0.7172181692174593,0.7171692296906793
0.7170614862218273,0.7170011262705993
0.7168700169808795,0.7167989891892914
0.7166473650847552,0.716567954176849
0.7164013224858174,0.7163137741565857
0.7161335543190819,0.7160379928052882
0.7158383152820822,0.7157331460257842
0.7155197184563278,0.715408081516614
0.7151817013798711,0.7150645187645616
0.7148296217465304,0.7147086200176754
0.7144602626780816,0.7143319021423644
0.7140726748153803,0.7139404399161092
0.7136746932637323,0.7135389298541078
0.7132672223265445,0.7131294315147159
0.712850011260292,0.7127069125135139
0.7124191779963177,0.7122735531860749
0.7119824103592334,0.7118354369471556
0.7115438169353321,0.7113968923325981
0.7111017231633786,0.7109514840945612
0.7106519955654956,0.7105008839645839
0.7102007616084491,0.7100490827693116
0.7097498432062932,0.7095998775929591
0.709300959720532,0.7091500874718764
0.7088490642957793,0.7086987720782356
0.7084008913095918,0.7082505106445616
0.7079568421315638,0.7078102343259561
0.7075216120511832,0.7073755945656102
0.7070833495586375,0.7069369915101844
0.7066497101934337,0.7065074011764481
0.7062265755692059,0.706086586794209
0.705813562673409,0.7056765129272949
0.705405682458094,0.7052691960622135
0.7050011778158262,0.7048690520288947
0.7046098043403372,0.7044812893060031
0.7042294977587495,0.7041031929301625
0.7038553724455762,0.7037321579224063
0.7034901552372506,0.7033708807656383
0.7031393826349989,0.7030244107313318
0.7028009874931415,0.7026894758255335
0.7024692976480021,0.7023591882622018
0.7021447057012462,0.7020398241759533
0.7018393793079509,0.7017403062805854
0.7015463020878772,0.7014503174752718
0.7012628724121275,0.7011689353652222
0.7009855693122439,0.7008957951112549
0.7007250993970713,0.7006409108883473
0.7004780854394357,0.7003984200388841
0.7002458030039755,0.7001694774807192
0.7000181437013042,0.6999427067515089
0.6998008103054261,0.6997326500864673
0.6996015590149787,0.6995372533477531
0.6994155538339073,0.6993554520156845
0.6992365487810497,0.699178339036601
0.699065660300761,0.6990121356470697
0.6989107895835232,0.6988612617187664
0.6987679557803195,0.6987223825528012
0.6986323690151428,0.6985881975396793
0.6985047932488296,0.6984637875776245
0.6983901626433957,0.6983547530595331
0.6982883721707946,0.6982561442931385
0.6981919762749158,0.6981610348902756
0.6981018938284036,0.6980736211985887
0.6980227294743644,0.6979991985718015
0.6979539913594353,0.6979311799169878
